Motor Carrier ,Company,City,County,State,clean_city
2736209.0,JONMART EXPRESS,PALMDALE,,CA,palmdale
3318468.0,JORGE D VILLA,SAN DIEGO,,CA,san diego
1122921.0,JORGE L SERRANO TRUCKING,RIVERSIDE,,CA,riverside
2352790.0,JOSE AURELIO BARRAGAN BARRAGAN,SAN DIEGO,,CA,san diego
3278256.0,JOSE CRUZ ALVAREZ,SALINAS,,CA,salinas
,JOSE FLOWERS,Oxnard,Ventura,CA,oxnard
3534551.0,JOSE LUIS RODRIGUEZ RAMIREZ,RCH CUCAMONGA,,CA,rancho cucamonga
3826475.0,JOSE MANUEL GUTIERREZ HERNANDEZ,NORWALK,,CA,norwalk
,JOSE MARTINEZ ALATORRE,La Habra,Orange,CA,la habra
247409.0,JOSE OSORIO TRANSPORT,Bakersfield,Kern,CA,bakersfield
2740854.0,JOSE PRODUCE,LINDSAY,,CA,lindsay
,JOSE R MIGUEL TRUCKING,Waterford,Stanislaus,CA,waterford
,JOSH TRANSPORT INC,Bakersfield,Kern,CA,bakersfield
,JOSHI TRUCK LINE,BAKERSFIELD,,CA,bakersfield
1786862.0,JOSUE MISAEL ROSALES,VICTORVILLE,,CA,victorville
2564707.0,JOT EXPRESS INC,Bakersfield,Kern,CA,bakersfield
3447287.0,JOY CARRIER INC,CARUTHERS,,CA,caruthers
2369392.0,JP EXPRESS,Corona,Riverside,CA,corona
3049371.0,JP EXPRESS,FRENCH CAMP,,CA,french camp
3393679.0,JP FREIGHT LINES INC,CERES,,CA,ceres
3259146.0,JP ROADLINE INC,FRESNO,,CA,fresno
1528215.0,JP TRUCKING,GREENFIELD,Monterey,CA,greenfield
2860025.0,JP&G TRANSPORT,Fresno,Fresno,CA,fresno
,JPADDA,Elk Grove,Sacramento,CA,elk grove
,JPI SERVICES,GARDENA,San Mateo,CA,gardena
2707991.0,JR EXCHANGE CORP,DINUBA,,CA,dinuba
3191987.0,JR GUEVARA TRANSPORT LLC,BAKERSFIELD,,CA,bakersfield
1290402.0,JR TRANSPORT,Montebello,Los Angeles,CA,montebello
,JR TRANSPORT,N HIGHLANDS,,CA,north highlands
1971831.0,JR TRUCKING,Modesto,Stanislaus,CA,modesto
2500277.0,JRA TRANS LLC,FONTANA,,CA,fontana
3759459.0,JRD TRANSPORT LLC,VISALIA,,CA,visalia
3669767.0,JS & DK TRANSSPORT INC,EL CENTRO,,CA,el centro
2783565.0,JS EXPRESS INC,Fresno,Fresno,CA,fresno
3245762.0,JS FREIGHTLINE INC,FRESNO,,CA,fresno
1465527.0,JS GILL TRUCKING INC,CLOVIS,Fresno,CA,clovis
3018343.0,JS LOGISTICS,BAKERSFIELD,,CA,bakersfield
3198362.0,JS TRANSPORT,FRESNO,,CA,fresno
3194567.0,JS TRUCK CARRIER INC,FRESNO,,CA,fresno
3084782.0,JS TRUCK LINE INC,FRESNO,,CA,fresno
,JS TRUCKING,Kerman,Fresno,CA,kerman
3922276.0,JSB,CLOVIS,,CA,clovis
3242911.0,JSD LOGISTICS,BAKERSFIELD,,CA,bakersfield
2831075.0,JSE TRANSPORT,LOS BANOS,San Benito,CA,los banos
1673132.0,JSFS TRANSPORT,Sacramento,Sacramento,CA,sacramento
2127347.0,JSK LOGISTICS,Antelope,Sacramento,CA,antelope
1367135.0,JSK TRANSPORT,YUBA CITY,Sutter,CA,yuba city
3100464.0,JSP BROTHERS INC,MURRIETA,,CA,murrieta
2813359.0,JSP TRANS INC,ATWATER,,CA,atwater
558459.0,JSPM TRUCKING LLC,LAKEWOOD,,CA,lakewood
2506008.0,JSR TRANSPORT,Madera,Madera,CA,madera
,JSS EXPRESS INC,BAKERSFIELD,,CA,bakersfield
,JSS TRANS INCÂ ,BAKERSFIELD,,CA,bakersfield
2912419.0,JT EXPRESS,FRESNO,,CA,fresno
2608389.0,JT&CO,Stockton,San Joaquin,CA,stockton
2843994.0,JTAG EXPRESS LLC,TORRANCE,,CA,torrance
3004922.0,JTL,FRESNO,,CA,fresno
,JTL TRANS INC,RIPON,,CA,ripon
3042393.0,JTM TRUCKING INC,SANTA MARIA,,CA,santa maria
229685.0,JTZ INC,Oxnard,Ventura,CA,oxnard
2982206.0,JUAN J TORRES ROMERO DBA: RUEDAS TRANSPORT,HESPERIA,San Bernardino,CA,hesperia
291770.0,JUAN MANUEL CALLES,WATSONVILLE,Santa Cruz,CA,watsonville
880012.0,JUAN MANUEL GARCIA,SAN DIEGO,,CA,san diego
,JUAN PORTILLO DBA PORTILLO FREIGHT,HIGHLAND,Los Angeles,CA,highland
,JUAN RAMIREZ AMES AND CARLOS FERNANDO MENDEZ JR.,San Diego,San Diego,CA,san diego
,JUAN TRUCKING,Los Angeles,Los Angeles,CA,los angeles
2343417.0,JUDGE BRO TRUCKING INC,FOWLER,Fresno,CA,fowler
3093187.0,JUDGE TRANSPORT,FRESNO,,CA,fresno
2506624.0,JUDGE TRANSPORT INC,Fresno,Fresno,CA,fresno
2951285.0,JUJHAR TRANS INC,Bakersfield,Kern,CA,bakersfield
,JULIA'S PRODUCE,Downey,Los Angeles,CA,downey
3400029.0,JULIAN TRUCK LINES,LA PUENTE,,CA,la puente
3241294.0,JV CARGO INC,W SACRAMENTO,,CA,west sacramento
1748388.0,JV EXPRESS,STOCKTON,San Joaquin,CA,stockton
2573783.0,JV TRANZ INC,Fresno,Fresno,CA,fresno
1251934.0,JV TRUCKING,STOCKTON,,CA,stockton
3595103.0,JZ & BS TRUCKING,MURRIETA,,CA,murrieta
2593531.0,K & G EMPIRE,Porterville,Tulare,CA,porterville
725279.0,K & K DISTRIBUTING,ALTURAS,Modoc,CA,alturas
,"K & M TRADING, INC.",La Puente,Los Angeles,CA,la puente
2393508.0,K & S CARRIERS INC,Bakersfield,Kern,CA,bakersfield
1885956.0,K & S TRANSPORT,Fontana,San Bernardino,CA,fontana
2537308.0,K A B TRANSPORTATION,BAKERSFIELD,Ventura,CA,bakersfield
,K K TRUCKING,Caruthers,Fresno,CA,caruthers
3115302.0,K M TRANSPORT INC,FRESNO,,CA,fresno
,K M XPRESS INC,Bakersfield,Kern,CA,bakersfield
,K S S TRUCKING,FRESNO,Fresno,CA,fresno
,K S TRANS CARRIER INC,BAKERSFIELD,,CA,bakersfield
705837.0,K TAHOE TRUCKING INC,Glendale,Los Angeles,CA,glendale
,K Z TRANSPORT,Turlock,Stanislaus,CA,turlock
,K&I TRANSPORT INC,NORTH HILLS,,CA,los angeles
,K&J CARRIER INC,FRESNO,,CA,fresno
,K&M  MEAT CO INC,Vernon,Los Angeles,CA,vernon
3644486.0,K&M BROS INC,YUBA CITY,,CA,yuba city
,"K&R CARRIERS, INC.",Bakersfield,Kern,CA,bakersfield
3446365.0,K&R TRANSPORTATION LLC,BAKERSFIELD,,CA,bakersfield
1676530.0,"K'S REFRIGERATED TRANSPORT, LLC",VISTA,San Diego,CA,vista
2063472.0,KABIR TRANSPORT,Stockton,San Joaquin,CA,stockton
,KAFFANY EXPRESS,PALMDALE,,CA,palmdale
1028985.0,KAKU TRUCKING,Chowchilla,Madera,CA,chowchilla
1669524.0,KALEXA EXPRESS INC.,CHULA VISTA,,CA,chula vista
,KALGIDHAR INC,BAKERSFIELD,Los Angeles,CA,bakersfield
1817708.0,KALIRAI FREIGHT LLC,Fresno,Fresno,CA,fresno
2334612.0,KALKAT TRANS,KINGSBURG,,CA,kingsburg
1306193.0,KALKAT TRUCKING,Yuba City,Sutter,CA,yuba city
1869703.0,KALVIR SINGH DBA FOLLOW UP EXPRESS,SACRAMENTO,Sacramento,CA,sacramento
,KAM TRANS,Manteca,San Joaquin,CA,manteca
3640863.0,KAMAL EXPRESS INC,BAKERSFIELD,,CA,bakersfield
778164.0,KAMAL TRANSPORT,Delhi,Merced,CA,delhi
,KAMAL TRANSPORT SERVICES,FRESNO,,CA,fresno
3439074.0,KAMAR TRANSPORT INC,KERMAN,,CA,kerman
2312353.0,KAMAU GROUP TRANSPORTATION LLC,PITTSBURG,Contra Costa,CA,pittsburg
1061942.0,KANDOLA TRUCKING,RNCHO CORDOVA,Sacramento,CA,rancho cordova
1713247.0,KANG EXPRESS LLC,MANTECA,,CA,manteca
3470297.0,KANG HAUL INC,BAKERSFIELD,,CA,bakersfield
2181833.0,KANG LOGISTICS INC.,Lathrop,San Joaquin,CA,lathrop
1497290.0,KANG TRANS INC,CERES,,CA,ceres
1045892.0,KANG TRUCKING,CLOVIS,Fresno,CA,clovis
,KANG TRUCKING,Madera,Madera,CA,madera
,KANG TRUCKING INC,BAKERSFIELD,,CA,bakersfield
3089897.0,KANGAROO FREIGHT LINES INC,ANTELOPE,,CA,antelope
928313.0,KAPICHY TRUCKING,Chino,San Bernardino,CA,chino
,KARABETIAN IMPORT AND DISTRIBUTION INC.,LOS ANGELES,Los Angeles,CA,los angeles
3516468.0,KARAM LOGISTIC INC,MODESTO,,CA,modesto
90323.0,KARAN EXPRESS,FRESNO,,CA,fresno
3085312.0,KARAN TRANSPORT,FRESNO,,CA,fresno
1079750.0,KARI TRANSPORT,Shafter,Kern,CA,shafter
,KARIN EXPRESS INC,BAKERSFIELD,,CA,bakersfield
952246.0,"KARL'S SONS EXPRESS, INC",RNCHO CORDOVA,,CA,rancho cordova
3518431.0,KARMAN XPRESS INC,BAKERSFIELD,,CA,bakersfield
,KAROUN DAIRIES INC,San Fernando,Los Angeles,CA,san fernando
,KARPACH VOLODYMYR,Rancho Cordova,Sacramento,CA,rancho cordova
2518208.0,KARTAR CARRIERS INC,SACRAMENTO,Sacramento,CA,sacramento
,KARTAR TRANSPORTATION,Yuba City,Sutter,CA,yuba city
2013041.0,KARTAR TRUCKING INC,CLOVIS,Fresno,CA,clovis
,KAS PRODUCE INC,LA VERNE,,CA,la verne
809342.0,KAS TRANSPORTATION LLC,LA VERNE,Los Angeles,CA,la verne
2475243.0,KASABAD TRUCKLINE INC,Clovis,Fresno,CA,clovis
3411413.0,KASHNI FREIGHTS,NEWARK,,CA,newark
1428405.0,KATSEL,Rancho Cordova,Sacramento,CA,rancho cordova
119046.0,KATY TRANS INC,SAN GABRIEL,,CA,san gabriel
,KB FARMS,Fresno,Fresno,CA,fresno
247453.0,KB FOWLER TRUCKING INC,CAMARILLO,,CA,camarillo
,KB TRANS,MADERA,,CA,madera
2388025.0,KB XPRESS,FRESNO,,CA,fresno
2924774.0,KBM TRANS INC,SACRAMENTO,,CA,sacramento
2449592.0,KC BROS ENTERPRISE INC,Fresno,Fresno,CA,fresno
2868306.0,KC TRUCKING INC,OXNARD,Ventura,CA,oxnard
,KD EXPRESS INC,Plumas Lake,Yuba,CA,plumas lake
,KDT TRANSPORTATION,South Gate,Los Angeles,CA,south gate
978256.0,KERMAN LOGISTICS INC,RIVERSIDE,,CA,riverside
,KERN HIGH SCHOOL DISTRICT,Bakersfield,Kern,CA,bakersfield
,KERR TRUCKING,COLTON,,CA,colton
2628324.0,KEVIN XPRESS,Culver City,Los Angeles,CA,culver city
2002081.0,KEVIN'S CARGO,LOS ANGELES,Los Angeles,CA,los angeles
2161684.0,KHAIRA TRUCK LINE,Fresno,Fresno,CA,fresno
2105491.0,KHALSA TRANS LLC,RIPON,,CA,ripon
2791201.0,KHALSA TRANSPORT INC,Fresno,Fresno,CA,fresno
,KHAN TRUCKING,Bakersfield,Kern,CA,bakersfield
,KHANH CHAU,LA PUENTE,,CA,la puente
,KHATTRA CARGO INC,BAKERSFIELD,,CA,bakersfield
2926639.0,KHEHRA TRUCKING,AMERICAN CYN,,CA,american canyon
3153179.0,KHELA TRUCKLINE INC,BAKERSFIELD,,CA,bakersfield
,KHERA TRUCK LINES,SACRAMENTO,,CA,sacramento
3481692.0,KI TRANSPORT INC,FRESNO,,CA,fresno
3286686.0,KIKIS TRANSPORTATION,SANTA MARIA,,CA,santa maria
2590306.0,KILLER WHALE INC,LIVINGSTON,Merced,CA,livingston
,KILYUKH LEONID,Antelope,Sacramento,CA,antelope
79939.0,KIM'S FARM INC,Livingston,Merced,CA,livingston
1352272.0,KING CANYON EXPRESS,ORANGE COVE,Fresno,CA,orange cove
1354838.0,KING GREGO'S TRANSPORT INC,GARDENA,,CA,gardena
2667768.0,KING TACO RESTAURANTS INC.,COMMERCE,Los Angeles,CA,commerce
1867418.0,KING TRANSPORT INC,TRACY,San Joaquin,CA,tracy
3247904.0,KING TRUCKING,KING CITY,,CA,king city
,KING'S HAWAIIAN BAKERY WEST,Torrance,Los Angeles,CA,torrance
,KINGSBURG APPLE PACKERS,Kingsburg,Fresno,CA,kingsburg
2641610.0,KIRANDEEP SINGH,ELK GROVE,,CA,elk grove
3275663.0,"KIRKWOOD TRANSPORTATION, LLC",HESPERIA,,CA,hesperia
2499840.0,KIRPA EXPRESS INC,Manteca,San Joaquin,CA,manteca
728566.0,KIRTI EXPRESS,Union City,Alameda,CA,union city
,KISAN TRUCKING INC,W SACRAMENTO,,CA,west sacramento
,KIV TRANSPORT INC,BAKERSFIELD,,CA,bakersfield
,KJRC TRUCKING,Palmdale,Los Angeles,CA,palmdale
2262953.0,KJV EXPRESS,Bakersfield,Kern,CA,bakersfield
,KK TRUCKING,Sanger,Fresno,CA,sanger
3153847.0,KLEAN KUT TRANSPORT LLC,LAGUNA NIGUEL,,CA,laguna niguel
2364291.0,KLT,Yucaipa,San Bernardino,CA,yucaipa
3040310.0,KM PAYTON,TEHACHAPI,,CA,tehachapi
,KM ROAD LINES INC,FRESNO,,CA,fresno
2780515.0,KMP TRANSPORT INC,SACRAMENTO,,CA,sacramento
782224.0,KMP TRUCKING,FRESNO,Fresno,CA,fresno
3090372.0,"KMS EXPRESS, INC",PIXLEY,,CA,pixley
2835717.0,KNCARRIERS,FRESNO,,CA,fresno
1721440.0,KNP TRUCKING,Hesperia,San Bernardino,CA,hesperia
,KOHAR TRUCKING INC,MANTECA,,CA,manteca
2884674.0,KOLESNIKOV TRUCKING INC.,Carmichael,Sacramento,CA,carmichael
2505725.0,KOMAL TRANSPORT,Fresno,Fresno,CA,fresno
601210.0,"KONOIKE-PACIFIC CALIFORNIA, INC.",WILMINGTON,Los Angeles,CA,los angeles
,KOON PHONG FOOD INC.,South El Monte,Los Angeles,CA,south el monte
3021562.0,KOONER TRANS INC,BAKERSFIELD,,CA,bakersfield
,KOONER TRUCKING,Sacramento,Sacramento,CA,sacramento
,KOUKLIS EQUIPMENT COMPANY,Delano,Kern,CA,delano
3083963.0,KP CARRIERS INC,LIVINGSTON,,CA,livingston
2366586.0,KPSS TRUCKING,BAKERSFIELD,,CA,bakersfield
2533326.0,KR CARRIERS,Fresno,Fresno,CA,fresno
3627034.0,KRAFT TRCUKING INC,MANTECA,,CA,manteca
,KRAKEN TRANSPORT,Lancaster,Los Angeles,CA,lancaster
,KRAMARENKO MIKHAIL,Rocklin,Placer,CA,rocklin
,KRESCO LLC,Chula Vista,San Diego,CA,chula vista
,"KRUSE AND SON, INC",Monrovia,Los Angeles,CA,monrovia
,KRYZHANIVSKYY VOLODYMYR,Citrus Heights,Sacramento,CA,citrus heights
1875280.0,KS CARGO INC,ELK GROVE,,CA,elk grove
,KS CARRIER,Fresno,Fresno,CA,fresno
3188522.0,KSN TRANS INC,TURLOCK,,CA,turlock
3269129.0,KSS TRUCKING INC,BAKERSFIELD,,CA,bakersfield
2877222.0,KT LOGISTICS INC,BAKERSFIELD,,CA,bakersfield
2402456.0,KTL,FRESNO,Fresno,CA,fresno
1815296.0,KTL TRUCKLINE,Elk Grove,Sacramento,CA,elk grove
3097720.0,KULAR EXPRESS,FRESNO,,CA,fresno
1427685.0,KULAR TRUCK LINE INC.,FONTANA,San Bernardino,CA,fontana
3160085.0,KULAR TRUCKING,TURLOCK,,CA,turlock
3489499.0,KULWINDER SINGH SANDHU DBA ANHAD TRUCKING,FRESNO,,CA,fresno
3349441.0,KUMAR TRUCK LINES INC,YUBA CITY,,CA,yuba city
2493493.0,KV LOGISTICS,Merced,Merced,CA,merced
,L & L TRANSPORT,San Diego,San Diego,CA,san diego
,L & W TRADING INC,SAN FRANCISCO,,CA,san francisco
,L CORTEZ TRUCKING,Freedom,Santa Cruz,CA,freedom
,L G TRANSPORT,Chowchilla,Madera,CA,chowchilla
1872322.0,L J TRUCK LINE INC,Fresno,Fresno,CA,fresno
2098123.0,L&R TRUCKLINE INC,BAKERSFIELD,Kern,CA,bakersfield
,"L. A. DELI DISTRIBUTORS, INC.",GARDENA,Los Angeles,CA,gardena
,L.A. CALCO INC.,ARCADIA,Los Angeles,CA,arcadia
,"L.A. GARLIC & SPICE, INC.",Los Angeles,Los Angeles,CA,los angeles
1108058.0,L.GARCIA TRUCKING LLC,Diamond Bar,Los Angeles,CA,diamond bar
,LA SPECIALTY DBA VESTA FOODSERVICE,SANTA FE SPGS,Los Angeles,CA,santa fe springs
,LA TIRE SERVICES,Soledad,Monterey,CA,soledad
,"LA VEGETABLE, INC.",LOS ANGELES,Los Angeles,CA,los angeles
3069308.0,LABANA BROS CORP,FRESNO,,CA,fresno
2704094.0,LACJ TRANSPORT CORP,RIVERDALE,,CA,riverdale
,"LAD HERMANAS CC PRODUCE, IINC",Hollister,San Benito,CA,hollister
3025556.0,LADHAR TRUCKING INC,TRACY,,CA,tracy
3196257.0,LAHORIA TRANSPORT INC,FRESNO,,CA,fresno
3008031.0,LAKAY TRUCKING INC,FULLERTON,,CA,fullerton
2014773.0,LAKE TRANSPORT,Montebello,Los Angeles,CA,montebello
,LAKHVIR S SIDHU,Bakersfield,Kern,CA,bakersfield
2910292.0,LALLI TRANSPORTATION INC,FRESNO,,CA,fresno
166960.0,LAMBO'S OUTDOOR ADVENTURES LLC DBA LAMBO'S DISTRIBUTING,RIALTO,,CA,rialto
,LAMME EXPRESS INC,FRESNO,,CA,fresno
604213.0,LANDA TRUCKING LLC,LOS ANGELES,Los Angeles,CA,los angeles
3714297.0,LANDJET ACQUISITION/DBA ACEVEDO DISTRIBUTION,JURUPA VALLEY,Los Angeles,CA,jurupa valley
3017525.0,LANDON TRUCKING INC,GARDEN GROVE,,CA,garden grove
3033519.0,LANG LOGISTICS LLC,EXETER,,CA,exeter
,LANGLOIS FANCY FROZEN FOODS,Laguna Beach,Orange,CA,laguna beach
2392038.0,LARA TRANSPORTATION,BAKERSFIELD,,CA,bakersfield
,LASER TRUCKING INC,Bakersfield,Kern,CA,bakersfield
,LASHER EXPRESS INC,Bakersfield,Kern,CA,bakersfield
,LASHER MOTOR CORP,SACRAMENTO,,CA,sacramento
,LASSEN RANCH,Petaluma,Sonoma,CA,petaluma
326796.0,LASSENS NATURAL FOODS AND VITAMINS,Ventura,Ventura,CA,san buenaventura (ventura)
,LAYMON CANDY COMPANY,San Bernardino,San Bernardino,CA,san bernardino
2996705.0,LCH TRANSPORT INC,CLOVIS,,CA,clovis
2506893.0,LDH TRANSPORT,Bakersfield,Kern,CA,bakersfield
2201745.0,"LED LOGISTICS, INC",Folsom,Sacramento,CA,folsom
,"LEE BROS. FOOD SERVICE, INC",SAN JOSE,Santa Clara,CA,san jose
,LEE'S SANDWICHES,GARDEN GROVE,Orange,CA,garden grove
364334.0,LEEH TRANSPORT,Moreno Valley,Riverside,CA,moreno valley
,LEGACY BRAN EXPRESS LINES,SACRAMENTO,,CA,sacramento
,LEGACY FREIGHTLINES,Turlock,Stanislaus,CA,turlock
3646925.0,LEGACY TRANSIT INC,LAKEWOOD,,CA,lakewood
,LEGACY TRANSPORTATION SERVICES INC.,SAN JOSE,Santa Clara,CA,san jose
35764.0,LEMONLIME TRUCKING INC,FRESNO,,CA,fresno
,LEN TRANSPORT,San Bernardino,San Bernardino,CA,san bernardino
2574717.0,LEON EXPRESS LLC,PERRIS,Riverside,CA,perris
,LEON MURILLO,PORTERVILLE,Tulare,CA,porterville
2849890.0,LEON MURILLO HAULING INC,PORTERVILLE,,CA,porterville
1670949.0,LEON TRUCKING,OXNARD,,CA,oxnard
189381.0,LEONG KUBA SEA PRODUCTS,SAN DIEGO,,CA,san diego
184201.0,"LEYEN FOOD, LLC",CITY INDUSTRY,,CA,industry
2283829.0,LGM TRANSPORT INC,MERCED,,CA,merced
,LIBERTY  LEASING,WATSONVILLE,Santa Cruz,CA,watsonville
3098459.0,LIFE LINE CARRIER,YUBA CITY,,CA,yuba city
,LIGHTHOUSE WHOLESALE SEAFOOD,South El Monte,Los Angeles,CA,south el monte
3196740.0,LIMITLESS LOGISTICS INC,WASCO,,CA,wasco
1300420.0,LIMONS TRUCKING,HESPERIA,San Bernardino,CA,hesperia
833790.0,"LINE TRANSPORT, INC.",TURLOCK,,CA,turlock
,LINN LOGISTICS INC,ANTELOPE,,CA,antelope
,LION BROTHERS TRUCKING INC,FRESNO,,CA,fresno
2454782.0,"LIONS FREIGHT WAYS, INC.",FRESNO,,CA,fresno
2495871.0,"LITTLE BEE TRANSPORTATION, INC.",WEST COVINA,Los Angeles,CA,west covina
482440.0,LITTLE RIVER TRANSPORTATION,FONTANA,,CA,fontana
107416.0,LIVING HERBS LLC,THERMAL,Riverside,CA,thermal
1968209.0,LJ SANTOS TRANSPORT,Santa Maria,Santa Barbara,CA,santa maria
2851752.0,LJ SIERRA EXPRESS INC,ROSEVILLE,,CA,roseville
,LKC FRESNO,FRESNO,,CA,fresno
3188775.0,LLAMAS TRUCKING EXPRESS,SANTA MARIA,,CA,santa maria
,LLANES TRUCKING,Arvin,Kern,CA,arvin
3672910.0,LLB LOGISTICS LLC,MANTECA,,CA,manteca
,LOBOS EXPRESS,Los Angeles,Los Angeles,CA,los angeles
,LOCAL AND LONGA HAUL CARRIERS LLC,SANTA ANA,,CA,santa ana
,LOCKHEED MARTIN,Sunnyvale,Santa Clara,CA,sunnyvale
439138.0,LOCOCHON TRUCKING INC,MIRA LOMA,,CA,jurupa valley
,LODI UNIFIED SCHOOL DISTRICT,LODI,San Joaquin,CA,lodi
1714720.0,"LOGISTICS OF BAJA CALIFORNIA, LLC",SAN DIEGO,,CA,san diego
3409165.0,LOLO BELTRAN TRANSPORT INC,PASO ROBLES,,CA,el paso de robles (paso robles)
3303623.0,LOMELI TRUCKING,LIVINGSTON,,CA,livingston
1607566.0,LOMELI'S TRUCKING,Victorville,San Bernardino,CA,victorville
,LONG BEACH ENTERPRIZE DBA SEA ONE SEAFOODS,Santa Fe Springs,Los Angeles,CA,santa fe springs
1489938.0,LOPEZ & SONS,OXNARD,Ventura,CA,oxnard
2782131.0,LOPEZ TRANSPORT,Ojai,Ventura,CA,ojai
558674.0,LOPEZ TRANSPORTATION INC,BAKERSFIELD,,CA,bakersfield
3242389.0,LOPEZ TRUCKING,NIPOMO,,CA,nipomo
,LOPEZ TRUCKING,King City,Monterey,CA,king city
1150184.0,LOPEZ TRUCKING,Fontana,San Bernardino,CA,fontana
2959627.0,LOPON DHALIWAL LLC,FRESNO,,CA,fresno
,LOS ANGELES COUNTY - ISD,LOS ANGELES,,CA,los angeles
,LOS BANOS ABATOIR,Los Banos,Merced,CA,los banos
115087.0,"LOS BELTRANS TRUCKING, INC.",DSRT HOT SPGS,,CA,desert hot springs
1093099.0,LOS OCHOAS TRUCKING INC.,CERES,,CA,ceres
3037776.0,LOTUS TRANSPORT INC,FOLSOM,,CA,folsom
,LOVE ROCK MINISTRIES INTERNATIONAL,San Bernardino,San Bernardino,CA,san bernardino
3051282.0,LOVELL EXPRESS,RIVERSIDE,,CA,riverside
1032927.0,LPZ TRUCKZ LLC,SAN DIEGO,,CA,san diego
514182.0,LRT TRANSPORT,REEDLEY,,CA,reedley
2857488.0,LST EXPRESS INC,Bakersfield,Kern,CA,bakersfield
2237649.0,LTA BROS,Turlock,Stanislaus,CA,turlock
2295744.0,LTL TRANSPORT INC,Lawndale,Los Angeles,CA,lawndale
1088667.0,LTL WISE INC.,RIVERSIDE,,CA,riverside
2253848.0,"LUCA'S TRANSPORTATION, INC",GLENDALE,Los Angeles,CA,glendale
,LUCAS TRUCKING,SANTA MARIA,,CA,santa maria
422221.0,"LUCKSEN TRADING, INC.",Arcadia,Los Angeles,CA,arcadia
2762022.0,LUCKY STAR TRUCKING,STOCKTON,,CA,stockton
,LUCKY TARO INC.,VERNON,Los Angeles,CA,vernon
3561332.0,LUCKY7 LIMITED LIABILITY COMPANY,PORT HUENEME,,CA,port hueneme
,LUDHIANA TRANPORT,Bakersfield,Kern,CA,bakersfield
,LUDHIANA TRUCKING,CARUTHERS,,CA,caruthers
1790214.0,LUEVANO TRUCKING,PORTERVILLE,,CA,porterville
2970159.0,LUIS & SONS TRUCKING,GLENDALE,,CA,glendale
,LUIS DIAZ,SAN DIEGO,,CA,san diego
,LUIS G TRUCKING,Canyon Country,Los Angeles,CA,santa clarita
,LUIS JIMENEZ,GLENDORA,Los Angeles,CA,glendora
2987451.0,LUIS TRANSPORT,PORT HUENEME,,CA,port hueneme
871982.0,LUIS TRANSPORTATION,Santa Ana,Orange,CA,santa ana
,LUNA TRANSPORT INC.,Oxnard,Ventura,CA,oxnard
1377935.0,LUPES TRANSPORTATION,BAKERSFIELD,,CA,bakersfield
,LUU'S TRADING INC,South El Monte,Los Angeles,CA,south el monte
3059008.0,LUVEL TRANSPORT LLC,VICTORVILLE,,CA,victorville
3150109.0,LUXE SEAFOOD COMPANY,LOS ANGELES,,CA,los angeles
3099975.0,"LV FRESH PRODUCE, INC.",LOS ANGELES,,CA,los angeles
1538236.0,LV TRANSPORT,SALINAS,,CA,salinas
,LWP TRUCKING INC,Bakersfield,Kern,CA,bakersfield
,LYNN BEEF CO,MONTEREY PARK,Los Angeles,CA,monterey park
,LYNN TRUCKING,RIVERSIDE,Riverside,CA,riverside
2546082.0,LYNX TRANS LLC,Lancaster,Los Angeles,CA,lancaster
284767.0,LYONS TRANSPORTATION INC.,CLOVIS,Fresno,CA,clovis
,M & D MEAT,Alhambra,Los Angeles,CA,alhambra
2398967.0,M & G TRUCK LINES LLC,LANCASTER,Stanislaus,CA,lancaster
,M & G TRUCKING,Santa Ana,Orange,CA,santa ana
850047.0,M & J EXPRESS,Norwalk,Los Angeles,CA,norwalk
,"M & R TRANSPORTATION SOLUTIONS, LLC",RCHO STA MARG,,CA,rancho santa margarita
,M & S BROS TRUCKLINES INC,Bakersfield,Kern,CA,bakersfield
428225.0,"M & T SERVICES, INC",Dinuba,Tulare,CA,dinuba
,M A G EXPRESS,MENDOTA,,CA,mendota
3379580.0,M ARIAS TRUCKING,FOWLER,,CA,fowler
2802047.0,M B T EXPRESS INC,FRESNO,Fresno,CA,fresno
,"M BROTHERS TRANSPORTATION, INC.",Clovis,Fresno,CA,clovis
2961511.0,M J N TRANS INC,Manteca,San Joaquin,CA,manteca
,M S TRUCKING,Stockton,San Joaquin,CA,stockton
3041151.0,M STAR TRUCKING INC,SACRAMENTO,,CA,sacramento
3704025.0,M&A RAMOS TRANSPORT LLC,DINUBA,,CA,dinuba
1443807.0,M&A TURCKING,Pasadena,Los Angeles,CA,pasadena
2775583.0,"M&C UNICOS, INC",Los Angeles,Los Angeles,CA,los angeles
908076.0,M&D TRANSPORT,Soledad,Monterey,CA,soledad
2378103.0,M&L EXPRESS INC.,Pico Rivera,Los Angeles,CA,pico rivera
3167417.0,M&M TRANSLINE INC,BAKERSFIELD,,CA,bakersfield
,M&P CARRIERS,Fresno,Fresno,CA,fresno
967928.0,M&R TRUCKING,Santa Maria,Santa Barbara,CA,santa maria
1717784.0,M&R TRUCKING,South Gate,Los Angeles,CA,south gate
597597.0,M&V TRUCKING,FRESNO,,CA,fresno
,"M-V-P TRANSPORT, INC.",Rialto,San Bernardino,CA,rialto
,M.R. TRUCKING,Los Angeles,Los Angeles,CA,los angeles
,MAAN CARRIER LINE INC,YUBA CITY,,CA,yuba city
113521.0,MAASS CORPORATION OLIVERS MARKET,Santa Rosa,Sonoma,CA,santa rosa
