Motor Carrier ,Company,City,County,State,clean_city
,DE ALBA TRUCKING,Hollister,San Benito,CA,hollister
1766860.0,DE LA CRUZ TRUCKING,Vista,San Diego,CA,vista
1193342.0,DE LA TORRE TRANSPORT,Bakersfield,Kern,CA,bakersfield
,DE LEON TRUCKING,Hawthorne,Los Angeles,CA,hawthorne
824833.0,DE LUNA TRUCKING,Paramount,Los Angeles,CA,paramount
215227.0,DE MARCO TRUCKING,Merced,Merced,CA,merced
2860877.0,DE. MARIA TRANSPORT,Bakersfield,Kern,CA,bakersfield
,DEDICATED FLEET SERVICES INC.,Rocklin,Placer,CA,rocklin
2817053.0,DEDICATED LONG HAUL INC,Fremont,Alameda,CA,fremont
2051684.0,DEEP EXPRESS,CLOVIS,Fresno,CA,clovis
1659515.0,DEEP TRANSPORTATION,Bellflower,Los Angeles,CA,bellflower
,DEEP TRUCKING,Clovis,Fresno,CA,clovis
2416442.0,DEHAL LLC,San Jose,Santa Clara,CA,san jose
3080664.0,DEJA VU TRANSPORTATION INC,CHINO,,CA,chino
3117605.0,DEL ALBA TRANSPORTATION,MANTECA,,CA,manteca
,DEL MAR MEATS,San Gabriel,Los Angeles,CA,san gabriel
,"DEL MAR SEAFOODS, INC.",WATSONVILLE,Santa Cruz,CA,watsonville
,DEL XPRESS INC,BAKERSFIELD,,CA,bakersfield
,"DELICIAS DE MICHOACAN,INC.",Ontario,San Bernardino,CA,ontario
,DELIO TRUCKINGS INCORPORATION,WILDOMAR,,CA,wildomar
,DELORI PRODUCTS,City of Industry,Los Angeles,CA,industry
2435697.0,DELTA ROADWAY LLC,TRACY,Sacramento,CA,tracy
,DELTA SIERRA BEVERAGE,Modesto,Stanislaus,CA,modesto
1428405.0,DELTA TRUCKING,Rancho Cordova,Sacramento,CA,rancho cordova
3098232.0,DEMAND EXPRESS,MANTECA,,CA,manteca
784547.0,DEOL BROS EXPRESS INC,BAKERSFIELD,,CA,bakersfield
,DEPARTMENT OF CORRECTIONS PLEASANT VALLEY STATE PRISON,Coalinga,Fresno,CA,coalinga
1593395.0,DESERT STAR TRUCKING,VICTORVILLE,,CA,victorville
2342430.0,DESTINY TRUCKLINES,Sacramento,Sacramento,CA,sacramento
3153827.0,DEV CARGO INC,JURUPA VALLEY,,CA,jurupa valley
1583402.0,DEVIN TRUCKING  CO.,SACRAMENTO,Sacramento,CA,sacramento
,DFL LOGISTICS S DE RL DE CV,San Diego,San Diego,CA,san diego
2097632.0,DFS TRANS INC DBA DHILLONS TRUCKING,FRESNO,Fresno,CA,fresno
,DGN LOGISTICS INC,RIVERSIDE,,CA,riverside
3112660.0,DGN TRUCKING INC,MADERA,,CA,madera
2127949.0,DHALIWAL TRANSPORT CORP,Bakersfield,Kern,CA,bakersfield
,"DHALIWAL TRANSPORT, LLC",YUBA CITY,,CA,yuba city
,DHALIWAL TRUCKING,Turlock,Stanislaus,CA,turlock
2883909.0,DHALIWAL TRUCKING LLC,Yuba City,Sutter,CA,yuba city
,DHAM INC,BAKERSFIELD,,CA,bakersfield
2146154.0,DHANWANT SINGH,Stockton,San Joaquin,CA,stockton
2572555.0,DHARM SINGH,Sacramento,Sacramento,CA,sacramento
3612052.0,DHATT LLC,FRESNO,,CA,fresno
1765998.0,DHILLON BROTHER CARRIER,YUBA CITY,Sutter,CA,yuba city
1512622.0,DHILLON GROUP INC.,Fontana,San Bernardino,CA,fontana
3381428.0,DHILLON HAULERS INC,ELK GROVE,,CA,elk grove
3515853.0,DHILLON HIGHWAY EXPRESS,HESPERIA,,CA,hesperia
3247492.0,DHILLON LOGISTIC INC.,BAKERSFIELD,,CA,bakersfield
,DHILLON ROAD LINE,Fresno,Fresno,CA,fresno
2295670.0,DHILLON TRUCK LINE EXPRESS INC.,SACRAMENTO,Sacramento,CA,sacramento
3051822.0,DHILLON XPRESS INC,MANTECA,,CA,manteca
3018290.0,DHINDSA CARRIERS,FONTANA,,CA,fontana
,DHINDSA TRUCKING,FRESNO,,CA,fresno
1157746.0,DHINSA TRUCKING,Elk Grove,Sacramento,CA,elk grove
,DHS TRUCKING INC.,YUBA CITY,Sutter,CA,yuba city
3634619.0,DIAMOND CARGO INC,FRESNO,,CA,fresno
2378140.0,DIAMOND CARRIER LLC,Fresno,Fresno,CA,fresno
3444389.0,DIAMOND STAR EXPRESS,FRESNO,,CA,fresno
,DIANAS MEXICAN FOOD PRODUCTS,Norwalk,Los Angeles,CA,norwalk
,DIAZ & SONS TRUCKING,Santa Maria,Santa Barbara,CA,santa maria
,DIDAR SINGH,LIVE OAK,,CA,live oak
2858842.0,DIESEL LINE,BAKERSFIELD,,CA,bakersfield
,DIESTEL TURKEY RANCH,SONORA,Tuolumne,CA,sonora
1998310.0,DILBAG SINGH,Granada Hills,Los Angeles,CA,los angeles
3027413.0,DILIGENT & BRIGHT TRUCKING LLC,ROSEVILLE,,CA,roseville
2846991.0,DILPREET EXPRESS INC,FONTANA,,CA,fontana
,DIMETRI GARDIKAS PRODUCE CO.,Santa Fe Springs,Los Angeles,CA,santa fe springs
,DIN TAI FUNG,ARCADIA,,CA,arcadia
,DINUBA TRANSPORT LLC,DINUBA,Tulare,CA,dinuba
1694862.0,DION RAMOS DELIVERY SERVICES,SANTA CLARITA,Los Angeles,CA,santa clarita
2576470.0,DIRECT FRESH PRODUCE INC,Chula Vista,San Diego,CA,chula vista
2187463.0,DIRECT XPRESS INC.,FOWLER,Fresno,CA,fowler
2252223.0,DIRTY FACE TRUCKING,VICTORVILLE,,CA,victorville
1134917.0,DIVINE ENTERPRISES,Rocklin,Placer,CA,rocklin
3154529.0,DIVINE LOGISTICS INC,CLOVIS,Fresno,CA,clovis
,"DJ TRUCKING ENTERPRISE, INC.",SALINAS,Monterey,CA,salinas
3269104.0,DJC TRUCKING,SALINAS,,CA,salinas
2485438.0,DJS TRANSPORT INC,BAKERSFIELD,,CA,bakersfield
2033502.0,DK TRANSPORT INC,Fowler,Fresno,CA,fowler
2506910.0,DKG TRUCKING INC,BAKERSFIELD,,CA,bakersfield
,DLP TRANSPORTATION,GLENDORA,,CA,glendora
948833.0,DM LOGISTICS,Antelope,Sacramento,CA,antelope
935170.0,DMH LOGISTICS INC,SACRAMENTO,Sacramento,CA,sacramento
,DMITRIY KUSHNIR,ANTELOPE,Sacramento,CA,antelope
2929390.0,DNA TRANSPORT SERVICES LLC,FRESNO,,CA,fresno
1377816.0,DNK TRUCKING INC,FRESNO,,CA,fresno
2911585.0,DO DINE INC,Hayward,Alameda,CA,hayward
3069229.0,DOABA XPRESS,RNCHO CORDOVA,,CA,rancho cordova
,DOBLER AND SONS LLC,Watsonville,Santa Cruz,CA,watsonville
472564.0,DOERKSEN TRUCKING,Reedley,Fresno,CA,reedley
111989.0,"DOLORES CANNING CO., INC.",Los Angeles,Los Angeles,CA,los angeles
,DOMINGO GUTIERREZ,Taft,Kern,CA,taft
446474.0,DON HENRY TRUCKING,Winton,Merced,CA,winton
,DON LEE FARMS,Inglewood,Los Angeles,CA,inglewood
,DONAGHY SALES LLC,Fresno,Fresno,CA,fresno
57221.0,DONALI PRODUCE CORP,LOS ANGELES,,CA,los angeles
3268557.0,DOSANJH ROAD CARRIER INC,YUBA CITY,,CA,yuba city
3177118.0,DOSANJH TRANS,SELMA,,CA,selma
432743.0,"DOSNER, LLC/DBA DOSNER ORGANIC FARMS",COMMERCE,Los Angeles,CA,commerce
1392040.0,DOUBLE 8 EXPRESS LLC,SOUTH GATE,Los Angeles,CA,south gate
3258103.0,DOUBLE BARREL EXPRESS,NAPA,,CA,napa
,DOWNEY WHOLESALE INC.,Santa Fe Springs,Los Angeles,CA,santa fe springs
2323604.0,DP TRUCKING,Temple City,Los Angeles,CA,temple city
3558750.0,DREAM BIG TRANSPORT INC,BAKERSFIELD,,CA,bakersfield
2239201.0,DREISBACH ENTERPRISES,Oakland,Alameda,CA,oakland
3502100.0,DRIVER 2 LLC,SACRAMENTO,,CA,sacramento
3020505.0,DRIVUS INC,LIVINGSTON,,CA,livingston
506594.0,DRY AND FRIEGHT,PERRIS,Orange,CA,perris
2329997.0,DS ISLAND TRANPORT INC,Manteca,San Joaquin,CA,manteca
3521709.0,DS TRANSPORT LLC,SACRAMENTO,,CA,sacramento
908327.0,DS TRUCKING,Sacramento,Sacramento,CA,sacramento
2072026.0,DS TRUCKING,CLOVIS,Fresno,CA,clovis
,DSD CARRIER INC,Bakersfield,Kern,CA,bakersfield
2649561.0,DSD MERCHANDISERS,LIVERMORE,,CA,livermore
2151454.0,DSD TRUCKING,Turlock,Stanislaus,CA,turlock
3587159.0,DSKS TRANSPORT INC,BAKERSFIELD,,CA,bakersfield
,DSP ROADLINES INC,CHATSWORTH,,CA,los angeles
2631480.0,DSR LOGISTICS,ARTESIA,,CA,artesia
,DSR TRUCKLINE INC,BAKERSFIELD,,CA,bakersfield
2291668.0,"DSS TRANSPORT, INC",STOCKTON,San Joaquin,CA,stockton
1929448.0,DTL CARRIER INC,Manteca,San Joaquin,CA,manteca
1637148.0,"DTL TRANSPORT, INC.",Fresno,Fresno,CA,fresno
2343211.0,DTRANSCARGO INC,TURLOCK,,CA,turlock
3585048.0,DUARTE TRUCKING INCORPORATION,MANTECA,,CA,manteca
2163282.0,DULAY & SONS TRUCKING,CERES,,CA,ceres
3032746.0,DULLET TRANS INC,CLOVIS,,CA,clovis
,DURAN ROYAL IMPORTS,Los Angeles,Los Angeles,CA,los angeles
830269.0,DURAN TRUCKING,Tulare,Tulare,CA,tulare
,DVD TRANSPORT,Fontana,San Bernardino,CA,fontana
,DXB TRANSPORTATION INC,FRESNO,,CA,fresno
1275705.0,"DYNAPAC HARVESTING, INC. DBA DYNAPAC HAULING",Salinas,Monterey,CA,salinas
2788434.0,E & G TRANSPORT,CHULA VISTA,,CA,chula vista
1968024.0,E B TRUCKING,Guadalupe,Santa Barbara,CA,guadalupe
775028.0,E B TRUCKING,San Ysidro,San Diego,CA,san diego
1751142.0,E HERRERA TRUCKING,DELANO,,CA,delano
3510632.0,E P LOGISTICS,DSRT HOT SPGS,,CA,desert hot springs
3573955.0,E&A TRANS INC,DELANO,,CA,delano
,"E&T FOODS, INC.",Monrovia,Los Angeles,CA,monrovia
480912.0,"E. MARQUEZ TRANSPORT, INC.",Chino,San Bernardino,CA,chino
2903118.0,E. ROSALES TRUCKING,Covina,Los Angeles,CA,covina
773562.0,E. ZUNIGA TRUCKING,ARVIN,,CA,arvin
3095774.0,EAGLE EYE TRANSPORTATION LLC,MANTECA,,CA,manteca
1432137.0,EAGLE TRANSPORT,RIVERSIDE,Riverside,CA,riverside
3566036.0,EAGLE TURBO FREIGHT INC,YUBA CITY,,CA,yuba city
1297571.0,EAGLE XPRESS TRUCKING INC,SACRAMENTO,,CA,sacramento
1201330.0,EAST & WEST TRUCKING COMPANY,Northridge,Los Angeles,CA,los angeles
,"EAST BAY POULTRY, INC.",UNION CITY,Alameda,CA,union city
,EAST WEST CARRIERS LLC,Bell Gardens,Los Angeles,CA,bell gardens
,EASTLAND CORPORATION DBA C & H MEAT COMPANY,Vernon,Los Angeles,CA,vernon
2530567.0,EAT WELL TRANSPORT LLC,LIVINGSTON,,CA,livingston
,ECKERT TRUCKING LLC,Escalon,San Joaquin,CA,escalon
3136459.0,ECUA-MEX TRUCKING LLC,MONTEBELLO,,CA,montebello
2996576.0,EDCAR TRUCKING LLC,MARINA,,CA,marina
2971238.0,EDDIES TRANSPORT,VICTORVILLE,,CA,victorville
,EDEN MEMORIAL PET CARE,Paso Robles,San Luis Obispo,CA,el paso de robles (paso robles)
18390.0,EDGAR AEN TRUCKING,Granada Hills,Los Angeles,CA,los angeles
3321856.0,EDR TRUCKING,CARSON,,CA,carson
2163292.0,EDS EXPRESS INC,SUN VALLEY,,CA,los angeles
253617.0,EDWARD LOPEZ DBA EDDIES TRANSPORTATION,Fresno,Fresno,CA,fresno
3303897.0,"EFRENS TRUCKING, INC.",GREENFIELD,,CA,greenfield
2419877.0,EG CARRIERLINE,American Canyon,Napa,CA,american canyon
,EG PRIME FOODS INC.,Commerce,Los Angeles,CA,commerce
1323530.0,EGP TRUCKING,San Diego,San Diego,CA,san diego
2111562.0,EKAM TRUCKING,Fresno,Fresno,CA,fresno
2628783.0,EKM TRUCKING INC,Bakersfield,Kern,CA,bakersfield
,EL AGUILA FOODS INC,CHINO,,CA,chino
,"EL CAPTAIN EXPRESS, INC.",Chino,San Bernardino,CA,chino
,EL GRAN DISTRIBUTORS INC,HOMELAND,,CA,homeland
1477111.0,EL GUERO TRUKING,Port Hueneme,Ventura,CA,port hueneme
3529197.0,EL SANTO TRUCKING LLC,FULLERTON,,CA,fullerton
1888913.0,ELEN ENTERPRISES INC,ROSEVILLE,Sacramento,CA,roseville
1467168.0,ELITE CARRIER GROUP,Rancho Cordova,Sacramento,CA,rancho cordova
1467168.0,ELITE CARRIER GROUP INC,CITRUS HTS,Sacramento,CA,citrus heights
1810449.0,ELITE ONE TRANSPORT INC,Fresno,Fresno,CA,fresno
2544037.0,ELITE TRUCK LINE INC,Sherman Oaks,Los Angeles,CA,los angeles
,ELITE WORLD TRADING,TORRANCE,,CA,torrance
3073799.0,ELK MOTOR CORP,ELK GROVE,,CA,elk grove
,ELLENSBURG LAMB COMPANY,SACRAMENTO,Yolo,CA,sacramento
2568782.0,ELVA GLOBAL FREIGHT LLC,WINTERHAVEN,,CA,winterhaven
2416791.0,ELY TRUCKING,TURLOCK,,CA,turlock
2517703.0,EMMA ESCOBAR DBA R & E TRANSPORT,HESPERIA,,CA,hesperia
2983291.0,EMMA M MARTINEZ,LOS BANOS,,CA,los banos
,EMPIRE CARRIERS,BAKERSFIELD,,CA,bakersfield
1757361.0,EMPIRE EXPRESS,ELK GROVE,Sacramento,CA,elk grove
,"EMPIRE FREIGHT SYSTEM,INC.",Lancaster,Los Angeles,CA,lancaster
2589607.0,EMPIRE TRANS,Bakersfield,Kern,CA,bakersfield
2958856.0,EMPIRE TRANSPORT,Manteca,San Joaquin,CA,manteca
2381305.0,ENFIELD TRANSPORT INC.,STOCKTON,San Joaquin,CA,stockton
3228336.0,EPS LOGISTICS INC,RIVERBANK,,CA,riverbank
,ER TRUCKING,CORONA,,CA,corona
3251472.0,ERA TRANSPORT,GRANADA HILLS,,CA,los angeles
3127085.0,ES CARRIER INC.,LIVINGSTON,,CA,livingston
3148401.0,ES TRANSPORT,YUBA CITY,,CA,yuba city
,ESHAN EXPRESS,Bakersfield,Kern,CA,bakersfield
3012446.0,ESN TRANSPORT LLC,SAN DIEGO,,CA,san diego
1609305.0,ESPARZA TRUCKING,Santa Maria,Santa Barbara,CA,santa maria
,ESPINOZA TRUCKING,DELANO,Kern,CA,delano
3617237.0,ESSENTIAL CARRIERS LLC,HESPERIA,,CA,hesperia
,ESTESON CO.,San Jose,Santa Clara,CA,san jose
2931180.0,ETA TRANS INC,IRVINE,,CA,irvine
2555985.0,ETHAN PACIFIC LINES,ELK GROVE,Sacramento,CA,elk grove
3399583.0,ETR TRUCKING INC.,RESEDA,,CA,los angeles
874159.0,EVA LOGISTICS INC.,Los Angeles,Los Angeles,CA,los angeles
976299.0,EVER EXPRESS,Freedom,Santa Cruz,CA,freedom
3079054.0,EVER FORTH LLC,BAKERSFIELD,,CA,bakersfield
2789653.0,EVEREST FREIGHT CARRIERS INC,LATHROP,,CA,lathrop
2545252.0,EVEREST TRUCKING INC,UNION CITY,,CA,union city
3606347.0,EVERGREEN FREIGHTLINE INC.,RCH CUCAMONGA,,CA,rancho cucamonga
,EVERGREEN TRUCK & TRAILERS LEASING LLC,CLAREMONT,,CA,claremont
,EVGENY B POBIRSKIY,SACRAMENTO,,CA,sacramento
3115622.0,EXCALIBUR TRUCKING LLC,YUBA CITY,,CA,yuba city
900451.0,EXCEL TRANS MANAGEMENT INC.,FONTANA,San Bernardino,CA,fontana
2975768.0,EXPEDITE SOLUTIONS LLC,San Diego,San Diego,CA,san diego
459936.0,"EXPEDITORS BY LINDALE, INC.",ORANGE,Orange,CA,orange
,EXPLICIT LOGISTICS TRANSPORT INC,LOS ANGELES,,CA,los angeles
3073011.0,EXPRESS  WEST FREIGHT INC,YUBA CITY,,CA,yuba city
,EXPRESS LEASING,Corona,Riverside,CA,corona
3043222.0,EXTRA MILE TRANSPORT INC,SACRAMENTO,,CA,sacramento
,EYC TRANSPORT LLC,LOS ANGELES,,CA,los angeles
2936651.0,EZ TRUCKING COMPANY LLC,LATHROP,,CA,lathrop
2882095.0,EZ TRUCKING SOLUTIONS INC.,Stockton,San Joaquin,CA,stockton
2846713.0,F BROTHERS TRANSPORT LLC,LANCASTER,,CA,lancaster
3411877.0,F MARQUEZ TRUCKING INC,MADERA,,CA,madera
2969672.0,F T A A TRANSPORT LLC,LODI,,CA,lodi
1033730.0,F. AGUILAR & SONS TRUCKING,Delano,Kern,CA,delano
,FACE TRUCKING,Garden Grove,Orange,CA,garden grove
241572.0,FAIR WINDS TRUCKING INC.,MOSS LANDING,,CA,moss landing
10892.0,FAITH TRUCKING,FREMONT,,CA,fremont
2984697.0,FAJARDO TRANSPORTATION,BALDWIN PARK,,CA,baldwin park
1020605.0,FAL TRANSPORTATION,Bakersfield,Kern,CA,bakersfield
,FALCON TRADING CO.,Watsonville,Monterey,CA,watsonville
,FALCONS NATIONAL FREIGHT INC.,Riverside,Riverside,CA,riverside
1848614.0,FAMA EXPRESS,Madera,Madera,CA,madera
,FARM FRESH PRODUCE LLC,Vernon,Los Angeles,CA,vernon
3216998.0,FARM FRESH TRANSPORT INC,OCEANSIDE,,CA,oceanside
,"FARMER JOHN EGG ENTERPRISES, INC.",Bakersfield,Kern,CA,bakersfield
2531920.0,FARMERS TRANSPORT LLC.,Yuba City,Sutter,CA,yuba city
2576601.0,FARMERS TRASPORT5594541967,Fresno,Fresno,CA,fresno
2410380.0,FARMERS TRUCKING INC,Sanger,Fresno,CA,sanger
3230306.0,FAST AND C'OLD EXPRESS,SN LUIS OBISP,,CA,san luis obispo
3024508.0,FAST CARRIER INC,CLOVIS,,CA,clovis
3099638.0,FAST GROUP INC,SN BERNRDNO,,CA,san bernardino
2502246.0,FAST SOLUTIONS TRANSPORT,PACOIMA,Los Angeles,CA,los angeles
3196284.0,FAST TRACK CARRIERS LLC,LAKEWOOD,,CA,lakewood
1344108.0,FAST-EX,BAKERSFIELD,Kern,CA,bakersfield
982411.0,FAST-WHEELS TRANSPORT,LA HABRA,Los Angeles,CA,la habra
2530830.0,FASTA TRANSPORTATION CO,EL MONTE,Los Angeles,CA,el monte
,FASTER DESTINATION TRANSPORTATION,PALMDALE,,CA,palmdale
3374086.0,FATEH'S TRANSPORT INC,FONTANA,,CA,fontana
2366154.0,FAZ TRANSPORTATION,LOS BANOS,,CA,los banos
796567.0,FBC TRUCKING,LONG BEACH,Los Angeles,CA,long beach
2420363.0,FDK CARGO INC,Manteca,San Joaquin,CA,manteca
,FEDERICO GARIBALDI TRUCKING,South Gate,Los Angeles,CA,south gate
1084971.0,FEEDING AMERICA RIVERSIDE AND SAN BERNARDINO COUNTIES,Riverside,Riverside,CA,riverside
,FEEDING AMERICA SAN DIEGO,SAN DIEGO,San Diego,CA,san diego
253241.0,FEFRA TRUCKING,Santa Maria,Santa Barbara,CA,santa maria
3017784.0,FELICIANO TRUCKING,BURBANK,,CA,burbank
,FELIPE ESCALANTE,Los Angeles,Los Angeles,CA,los angeles
2570575.0,FENNER TRUCKING,Chula Vista,San Diego,CA,chula vista
2564665.0,FERDOWS TRANSPORTATION,SAN DIEGO,San Diego,CA,san diego
2789111.0,FERNADO DIAZ VIDANA,NATIONAL CITY,,CA,national city
,FERNANDEZ TRUCKING,Oxnard,Ventura,CA,oxnard
2096321.0,FFWJ TRANSPORTATION INC.,South El Monte,Los Angeles,CA,south el monte
,FGARCIA TRANSPORT,Calexico,Imperial,CA,calexico
,FGS CARGO INC,Bakersfield,Kern,CA,bakersfield
3386570.0,FGS CARRIER INC.,W SACRAMENTO,,CA,west sacramento
324405.0,FIND FOOD BANK INC.,INDIO,Riverside,CA,indio
1425011.0,FINE TRANSPORT,BAKERSFIELD,Kern,CA,bakersfield
,FIRESKY INTERNATIONAL INC,MONTCLAIR,,CA,montclair
458867.0,FIRESTONE WALKER INC,PASO ROBLES,,CA,el paso de robles (paso robles)
2949626.0,FIRST CLASS EXPRESS,SANTA MARIA,,CA,santa maria
353152.0,FIRST SOURCE LLC,WHITTIER,,CA,whittier
1054682.0,"FISHER BROTHERS TRUCKING, INC.",Delano,Kern,CA,delano
3050493.0,FIVE K TRUCKING LLC,BAKERSFIELD,,CA,bakersfield
2075471.0,FIVE RIVERS LOGISTICS INC,OAK HILLS,San Bernardino,CA,oak hills
3315389.0,FIVE STAR CARGO INC,BAKERSFIELD,,CA,bakersfield
917998.0,FIVERIVER TRANSPORT EX,YUBA CITY,,CA,yuba city
3105826.0,FJP LOGISTICS,MODESTO,,CA,modesto
1253124.0,FJV TRUCKING INC,CHINO,Orange,CA,chino
,FLAKO TRUCKING,Fresno,Fresno,CA,fresno
2929662.0,FLASH LINES INC,STOCKTON,,CA,stockton
2183122.0,FLEET LOGIC LLC DBA VELOCITY TRUCK RENTAL & LEASING,Whittier,Los Angeles,CA,whittier
2843623.0,FLEET TRANSPORT,BAKERSFIELD,,CA,bakersfield
1794371.0,FLETCHER & SONS TRUCKING,HESPERIA,San Bernardino,CA,hesperia
487743.0,FLORENCIO AGUNDIS JR.DBA J & F TRUCKING,Winton,Merced,CA,winton
,FLORES TRUCKING,Oxnard,Ventura,CA,oxnard
1184147.0,FLORES WESTERN EXPRESS,LOS ANGELES,Los Angeles,CA,los angeles
,FLORIN POPAN,RIVERSIDE,Riverside,CA,riverside
,"FLOUR FUSION WHOLESALE, INC.",Lake Elsinore,Riverside,CA,lake elsinore
3229468.0,FLOW EXPRESS,MODESTO,,CA,modesto
3728736.0,FLSH TRUCKING,LOS ANGELES,,CA,los angeles
2039728.0,FLT TRANSPORTATION,Sacramento,Sacramento,CA,sacramento
3164838.0,FLYERS EXPRESS INC,SACRAMENTO,,CA,sacramento
2262687.0,FLYING EAGLE TRANSPORT,Union City,Alameda,CA,union city
2911776.0,FLYING STAR TRANSPORTATION INC,SACRAMENTO,Sacramento,CA,sacramento
1482649.0,FNV TRUCKING,Madera,Madera,CA,madera
,FOMIN TRUCKING,ANTELOPE,,CA,antelope
2809585.0,FOOD BANK FOR MONTEREY COUNTY,SALINAS,Monterey,CA,salinas
,FOOD BANK OF SANTA BARBARA COUNTY,Santa Maria,Santa Barbara,CA,santa maria
,"FOOD FINDERS, INCORPORATED",Lakewood,Los Angeles,CA,lakewood
368905.0,FOOD SOURCE TRANSPORTATION,BAKERSFIELD,Kern,CA,bakersfield
,FOODARAMA MARKET DBA G & G TRUCKING CO.,Visalia,Tulare,CA,visalia
216446.0,FOODSERVICE DELIVERY TO RESTAURANTS,MOORPARK,,CA,moorpark
,"FOR STARS EXPRESS, INC.",Santa Fe Springs,Los Angeles,CA,santa fe springs
2360008.0,FOREVER TRUCKING,Ceres,Stanislaus,CA,ceres
2542088.0,FORGED TRANSPORT INC.,COLTON,Los Angeles,CA,colton
2110528.0,"FORTUNE GLOBAL LOGISTICS, LLC",PERRIS,,CA,perris
80403.0,FOSTER FARMS,Livingston,Merced,CA,livingston
,"FOUR STAR DAIRY, INC",City of Industry,Los Angeles,CA,industry
,FR TRANSPORT,Bloomington,San Bernardino,CA,bloomington
3312912.0,FRANCIS D GONZALEZ,LAWNDALE,,CA,lawndale
2085649.0,FRANCISCO GARCIA BECERRA,San Diego,San Diego,CA,san diego
990613.0,FRANCISCO MORALES,Bloomington,San Bernardino,CA,bloomington
,"FRANCISCO SOLTERO TRUCKING, INC",TURLOCK,,CA,turlock
2551977.0,FRANCO TRUCKING,FRESNO,Fresno,CA,fresno
1376887.0,FRANCO TRUCKING,South El Monte,Los Angeles,CA,south el monte
,FRANCO TRUCKS,San Fernando,Los Angeles,CA,san fernando
,FRANK & SONS TRUCKING,Oxnard,Ventura,CA,oxnard
,FRANK WARD WHOLESALES MEATS,Rowland Heights,Los Angeles,CA,rowland heights
1582809.0,FRANK'S TRUCKING,PLACERVILLE,El Dorado,CA,placerville
2291732.0,FREEDOM TRANSPORT,Fontana,San Bernardino,CA,fontana
2474734.0,FREELANCE TRUCKING INC,Chino Hills,San Bernardino,CA,chino hills
2725780.0,FREEWAY TRUCKING INC,Citrus Heights,Sacramento,CA,citrus heights
3144780.0,FREON TRUCKING,BAKERSFIELD,,CA,bakersfield
346340.0,FRESH AMERICAN PRODUCE INC.,LOS ANGELES,,CA,los angeles
3243404.0,FRESH CARRIER,RIVERSIDE,,CA,riverside
523073.0,FRESH CATCH INC,LOS ANGELES,,CA,los angeles
,FRESH LINK LOGISTICS LLC,GARDENA,Los Angeles,CA,gardena
,FRESH NOPALITOS EL BAJIO,Hollister,San Benito,CA,hollister
430437.0,FRESH PACKING CORP,VERNON,,CA,vernon
,FRESH PRODUCTS,Colton,San Bernardino,CA,colton
3414094.0,FRESH RAPID TRANSPORT LLC,HOLLISTER,,CA,hollister
1739599.0,FRESHPOINT,UNION CITY,Alameda,CA,union city
,FRESNO BEVERAGE COMPANY DBA VALLEY WIDE BEVERAGE,FRESNO,Fresno,CA,fresno
2488394.0,FRESNO EXPRESS LINES,Fresno,Fresno,CA,fresno
,FRESNO PRODUCE INCORPORATED,FRESNO,Fresno,CA,fresno
533170.0,FRESNO TRUCKLINE INC,FRESNO,,CA,fresno
,FRESNO UNIFIED SCHOOL DISTRICT,Fresno,Fresno,CA,fresno
2903586.0,FREYESTRUCKING,DELANO,,CA,delano
,"FRIENDLY FOODS, INC.",LOS ANGELES,Los Angeles,CA,los angeles
,FRIENDS POWER INC,BAKERSFIELD,,CA,bakersfield
,FRIENDS TRANSPORTATIONS SERVICES,LOS ANGELES,,CA,los angeles
2491141.0,FRIENDZ LOGISTICS INC,Fontana,San Bernardino,CA,fontana
,FRONTIER EXPRESS,Tracy,San Joaquin,CA,tracy
112112.0,"FROSTY ICE, INC.",Ukiah,Mendocino,CA,ukiah
2898656.0,FROZEN CARRIERS,Chula Vista,San Diego,CA,chula vista
1602556.0,"FRUGAL TRANSPORT, INC",Los Banos,Merced,CA,los banos
1306501.0,FTL XPRESS INC,FRESNO,,CA,fresno
3070509.0,FULLMOON XPRESS,DINUBA,Fresno,CA,dinuba
410906.0,FUNCHAL TRANSPORTATION,Atwater,Merced,CA,atwater
,FUSO TRUCKING CORP,West Sacramento,Yolo,CA,west sacramento
1998310.0,FUTURE EXPRESS INC,GRANADA HILLS,Los Angeles,CA,los angeles
3255684.0,FZ TRANSPORTATION,KING CITY,,CA,king city
,FZL CARRIER INC,Yuba City,Sutter,CA,yuba city
2485823.0,G  ONE  EXPRESS,Fresno,Fresno,CA,fresno
,G & C TRUCKING,Cressey,Merced,CA,cressey
2537895.0,G & D LOGISTICS INC,BAKERSFIELD,Kern,CA,bakersfield
3231431.0,G & G TRANSPORT,WATSONVILLE,,CA,watsonville
,G & G TRANSPORT,RIVERSIDE,,CA,riverside
,G & L SEAFOOD INC,South El Monte,Los Angeles,CA,south el monte
463422.0,G & P TRUCKING INC.,NIPOMO,Santa Barbara,CA,nipomo
2866813.0,G E R M TRUCKING INC,WHITTIER,,CA,whittier
,G GONZALEZ EXPRESS,LAKE ELSINORE,,CA,lake elsinore
2823244.0,G K TRUCKLINE INC,YUBA CITY,Sutter,CA,yuba city
1471315.0,G LINE TRANSPORT,COLTON,,CA,colton
1693805.0,G M C,Northridge,Los Angeles,CA,los angeles
830579.0,G MANN TRUCKING,CLOVIS,Madera,CA,clovis
2974828.0,G R EXPRESS LINES INC,KEYES,,CA,keyes
2916257.0,G S H EXPRESS INC,FRESNO,,CA,fresno
