clean_city,NAME,NAMELSAD,num_firms,44-45_RCPTOT,72_RCPTOT,31-33_RCPTOT,median_income,households,mean_income,land_value,property_value,diesel
,,Creston CDP,0.0,,,,,0.0,,170700.0,495599.99999999994,5.82
,,C-Road CDP,0.0,,,,,34.0,72318.0,48400.0,289200.0,
,,Cromberg CDP,0.0,,,,85804.0,146.0,81749.0,27800.0,236000.0,
,,Crowley Lake CDP,0.0,,,,,399.0,87842.0,,,
,,Cuyama CDP,0.0,,,,,10.0,57240.0,,,5.5982
,,Dales CDP,0.0,,,,,29.0,,,,
,,Daphnedale Park CDP,0.0,,,,,37.0,33262.0,,,
,,Darwin CDP,0.0,,,,,36.0,,,,
,,Davenport CDP,0.0,,,,56731.0,164.0,84133.0,288400.0,704000.0,5.6268
,,Day Valley CDP,0.0,,,,156609.0,1186.0,182424.0,340292.116749244,764869.5623025318,5.6268
,,Deer Park CDP,0.0,,,,109271.0,327.0,162192.0,234600.00000000003,641900.0,5.6894
,,Del Dios CDP,0.0,,,,96471.0,136.0,131023.0,,,
,,Delft Colony CDP,0.0,,,,,231.0,40077.0,69500.0,251700.0,5.5364
,,Delleker CDP,0.0,,,,73750.0,199.0,65600.0,19800.0,196800.0,
,,Del Rey CDP,0.0,,,,38516.0,399.0,51764.0,,,5.515600000000001
,,Del Rey Oaks city,0.0,,,,115469.0,646.0,138317.0,351300.0,685300.0,5.7104
,,Del Rio CDP,0.0,,,,153649.0,450.0,257193.0,123600.0,391400.0,5.5232
,,Derby Acres CDP,0.0,,,,66250.0,122.0,66673.0,,,5.6938
,,Descanso CDP,0.0,,,,112969.0,555.0,141277.0,,,5.4622
,,Desert Center CDP,0.0,,,,34583.0,126.0,54929.0,26500.0,125900.0,5.444599999999999
,,Desert Palms CDP,0.0,,,,68583.0,3671.0,108498.0,120073.49248171436,374008.7899643656,5.444599999999999
,,Desert Shores CDP,0.0,,,,21009.0,210.0,27868.0,,,5.5649999999999995
,,Desert View Highlands CDP,0.0,,,,66944.0,1060.0,66618.0,67120.2433246499,284771.21877682715,5.575200000000001
,,Diablo CDP,0.0,,,,,248.0,298358.0,600058.8982434543,1055337.1284833534,5.615399999999998
,,Diablo Grande CDP,0.0,,,,110833.0,380.0,127808.0,67368.061826682,264061.6741920184,5.5232
,,Di Giorgio CDP,0.0,,,,30469.0,102.0,29494.0,,,
,,Dillon Beach CDP,0.0,,,,183229.0,160.0,213373.0,321800.0,943700.0,5.598200000000001
,,Dixon Lane-MeadowCreek CDP,0.0,,,,52530.0,1095.0,62175.0,,,
,,Dobbins CDP,0.0,,,,,122.0,39749.0,,,5.287599999999999
,,Dogtown CDP,0.0,,,,116063.0,1031.0,136430.0,,,5.4856
,,Dollar Point CDP,0.0,,,,81136.0,428.0,114770.0,,,
,,Dorrington CDP,0.0,,,,113542.0,238.0,103189.0,38900.0,309500.0,
,,Dorris city,0.0,,,,34643.0,314.0,52399.0,,,
,,Dos Palos Y CDP,0.0,,,,19375.0,84.0,27299.0,,,5.4504
,,Douglas City CDP,0.0,,,,48346.0,349.0,72390.0,,,
,,Downieville CDP,0.0,,,,98589.0,43.0,86742.0,,,
,,Doyle CDP,0.0,,,,55000.0,316.0,64224.0,,,
,,Drytown CDP,0.0,,,,,7.0,,46700.0,303000.0,
,,Ducor CDP,0.0,,,,39000.0,120.0,48459.0,,,5.5364
,,Dunnigan CDP,0.0,,,,40875.0,484.0,77645.0,58099.99999999999,269400.0,5.3896
,,Dunsmuir city,0.0,,,,39737.0,732.0,54494.0,,,
,,Dustin Acres CDP,0.0,,,,49519.0,145.0,77342.0,,,5.6938
,,Dutch Flat CDP,0.0,,,,43125.0,66.0,57068.0,41800.0,267200.0,
,,Eagleville CDP,0.0,,,,,7.0,,,,
,,East Bakersfield CDP,0.0,,,,30091.0,3001.0,37168.0,,,
,,Eastern Goleta Valley CDP,0.0,,,,126944.0,10279.0,170796.0,,,
,,East Nicolaus CDP,0.0,,,,76875.0,70.0,86937.0,54699.99999999999,274600.0,5.287599999999999
,,East Niles CDP,0.0,,,,46701.0,7860.0,55881.0,,,
,,East Oakdale CDP,0.0,,,,130833.0,956.0,174407.0,106380.06756725004,351500.83914564695,5.523200000000001
,,Easton CDP,0.0,,,,80893.0,567.0,150210.0,,,5.515600000000001
,,East Orosi CDP,0.0,,,,,119.0,41744.0,,,5.5364
,,East Richmond Heights CDP,0.0,,,,105108.0,1383.0,138910.0,282656.88705518417,714055.7405111769,5.615399999999999
,,East Shore CDP,0.0,,,,102063.0,61.0,107425.0,91300.0,373000.0,
,,East Sonora CDP,0.0,,,,66111.0,1362.0,84692.0,44000.0,289000.0,
,,East Tulare Villa CDP,0.0,,,,57396.0,187.0,73234.0,60600.0,235300.0,5.5364
,,Edgewood CDP,0.0,,,,72188.0,13.0,75769.0,11400.0,194400.0,
,,Edison CDP,0.0,,,,,100.0,39280.0,,,
,,Edmundson Acres CDP,0.0,,,,56250.0,61.0,66966.0,,,5.6938
,,Edna CDP,0.0,,,,145808.0,120.0,190654.0,486600.0,911500.0,5.82
,,El Adobe CDP,0.0,,,,64688.0,23.0,64130.0,,,
,,El Centro Naval Air Facility CDP,0.0,,,,53333.0,42.0,81164.0,,,
,,Eldridge CDP,0.0,,,,193246.0,375.0,273179.0,276532.8738219855,733564.567420272,5.612
,,Elfin Forest CDP,0.0,,,,202933.0,161.0,216305.0,,,
,,Elizabeth Lake CDP,0.0,,,,84000.0,700.0,99282.0,80318.46538648248,309801.2061798054,5.575200000000001
,,Elk Creek CDP,0.0,,,,,53.0,95211.0,,,
,,Elkhorn CDP,0.0,,,,94000.0,388.0,109377.0,179395.590729547,490031.14262599096,5.7104
,,El Macero CDP,0.0,,,,157222.0,380.0,225531.0,,,
,,Elmira CDP,0.0,,,,64574.0,141.0,77389.0,119000.0,406900.0,5.460800000000001
,,El Monte Mobile Village CDP,0.0,,,,,0.0,,,,
,,El Portal CDP,0.0,,,,45221.0,199.0,57504.0,,,
,,El Rancho CDP,0.0,,,,,10.0,,,,5.5364
,,Etna city,0.0,,,,48523.0,295.0,50798.0,,,
,,Eucalyptus Hills CDP,0.0,,,,105833.0,1886.0,114406.0,139200.0,439200.0,5.4622
,,Fairfax CDP,0.0,,,,,459.0,66702.0,,,
,,Fairhaven CDP,0.0,,,,49750.0,125.0,67696.0,,,
,,Fairmead CDP,0.0,,,,40729.0,435.0,61670.0,37900.0,208299.99999999997,5.412599999999999
,,Fall River Mills CDP,0.0,,,,,238.0,70936.0,,,5.328
,,Fellows CDP,0.0,,,,113125.0,29.0,135310.0,,,5.6938
,,Ferndale city,0.0,,,,62500.0,602.0,91058.0,,,
,,Fetters Hot Springs-Agua Caliente CDP,0.0,,,,90515.0,1350.0,125331.0,271207.7124034959,689844.9446679401,5.612
,,Fiddletown CDP,0.0,,,,103403.0,82.0,95450.0,46700.0,303000.0,
,,Fieldbrook CDP,0.0,,,,71875.0,327.0,94892.0,,,
,,Fields Landing CDP,0.0,,,,66068.0,126.0,61298.0,,,
,,Fish Camp CDP,0.0,,,,,0.0,,,,
,,Floriston CDP,0.0,,,,,14.0,,,,
,,Flournoy CDP,0.0,,,,75625.0,49.0,81778.0,,,
,,Forbestown CDP,0.0,,,,85582.0,112.0,72223.0,24300.0,192000.0,5.247400000000001
,,Foresthill CDP,0.0,,,,56203.0,547.0,66884.0,48100.0,285600.0,
,,Forest Meadows CDP,0.0,,,,85962.0,550.0,92548.0,36600.0,294500.0,
,,Forest Ranch CDP,0.0,,,,137216.0,791.0,221001.0,85700.0,338800.0,5.247400000000001
,,Fort Bidwell CDP,0.0,,,,34286.0,90.0,56791.0,,,
,,Fort Dick CDP,0.0,,,,59894.0,544.0,89851.0,,,
,,Fort Hunter Liggett CDP,0.0,,,,,0.0,,,,
,,Fort Jones city,0.0,,,,29716.0,279.0,43800.0,,,
,,Fort Washington CDP,0.0,,,,108088.0,100.0,109941.0,128500.0,367500.0,5.515600000000001
,,Franklin CDP (Merced County),0.0,,,,50290.0,2056.0,59284.0,,,
,,Franklin CDP (Sacramento County),0.0,,,,,15.0,,,,
,,Freeport CDP,0.0,,,,,0.0,,103853.25849085485,365484.2824037703,5.464799999999999
,,French Gulch CDP,0.0,,,,46071.0,150.0,58369.0,,,5.328
,,Friant CDP,0.0,,,,51146.0,217.0,60456.0,127100.0,333800.0,5.515600000000001
,,Fuller Acres CDP,0.0,,,,32417.0,157.0,43744.0,38900.0,218199.99999999997,5.693800000000001
,,Fulton CDP,0.0,,,,146000.0,134.0,114100.0,183041.95530396447,578147.528071653,5.612
,,Furnace Creek CDP,0.0,,,,42813.0,58.0,42012.0,,,
,,Garberville CDP,0.0,,,,24375.0,671.0,32520.0,,,
,,Garden Farms CDP,0.0,,,,,185.0,65625.0,137500.0,476700.0,5.82
,,Garey CDP,0.0,,,,101250.0,22.0,108677.0,153200.0,463900.0,5.5982
,,Garnet CDP,0.0,,,,43906.0,1851.0,57280.0,26429.76484187675,200721.8262858549,5.444599999999999
,,Gasquet CDP,0.0,,,,43333.0,232.0,47633.0,,,
,,Gazelle CDP,0.0,,,,38750.0,53.0,54913.0,,,
,,Georgetown CDP,0.0,,,,80850.0,1334.0,87081.0,46628.99895932793,290277.03608707304,
,,Gerber CDP,0.0,,,,,548.0,56976.0,,,
,,Geyserville CDP,0.0,,,,90938.0,339.0,114883.0,171200.0,618400.0,5.612
,,Glen Ellen CDP,0.0,,,,250000.0,517.0,356404.0,297600.0,755000.0,5.612
,,Glennville CDP,0.0,,,,,23.0,44013.0,,,
,,Gold Mountain CDP,0.0,,,,,29.0,,39212.09224308751,259515.9903238212,
,,Good Hope CDP,0.0,,,,45785.0,1898.0,58676.0,58154.22627507458,268007.44020232325,5.444599999999999
,,Goodmanville CDP,0.0,,,,190521.0,51.0,199088.0,,,
,,Goodyears Bar CDP,0.0,,,,,64.0,,,,
,,Graeagle CDP,0.0,,,,48750.0,232.0,102094.0,48400.0,289200.0,
,,Grangeville CDP,0.0,,,,72443.0,135.0,88027.0,46000.0,209700.0,5.4106000000000005
,,Graniteville CDP,0.0,,,,,5.0,,,,
,,Graton CDP,0.0,,,,86409.0,631.0,106667.0,208078.41068945176,646225.128205539,5.612
,,Grayson CDP,0.0,,,,78438.0,315.0,79204.0,68400.0,265300.0,5.5232
,,Greeley Hill CDP,0.0,,,,24761.0,525.0,46726.0,,,
,,Green Acres CDP,0.0,,,,63414.0,903.0,69628.0,51550.160933564075,250485.13608164675,5.444599999999999
,,Greenhorn CDP,0.0,,,,26250.0,100.0,46836.0,27799.999999999996,236000.0,
,,Green Valley CDP (Los Angeles County),0.0,,,,91750.0,416.0,108603.0,,,
,,Green Valley CDP (Solano County),0.0,,,,108750.0,640.0,162842.0,,,
,,Greenview CDP,0.0,,,,,49.0,58784.0,,,
,,Greenville CDP,0.0,,,,29614.0,325.0,59152.0,,,
,,Grenada CDP,0.0,,,,54861.0,115.0,57760.0,,,
,,Grimes CDP,0.0,,,,34063.0,147.0,52876.0,46600.0,249500.0,
,,Grizzly Flats CDP,0.0,,,,78415.0,497.0,80523.0,,,
,,Groveland CDP,0.0,,,,52847.0,267.0,110180.0,28500.0,255400.00000000003,
,,Guinda CDP,0.0,,,,,33.0,111442.0,64299.99999999999,292700.0,5.389600000000001
,,Hamilton Branch CDP,0.0,,,,60208.0,191.0,81643.0,91300.0,373000.0,
,,Hamilton City CDP,0.0,,,,55000.0,758.0,55551.0,37400.0,227300.0,
,,Happy Camp CDP,0.0,,,,34107.0,388.0,46015.0,,,
,,Happy Valley CDP,0.0,,,,62734.0,2023.0,82455.0,,,
,,Hardwick CDP,0.0,,,,,47.0,38989.0,59700.0,254500.00000000003,5.4106000000000005
,,Harmony Grove CDP,0.0,,,,189435.0,518.0,178790.0,,,
,,Hartland CDP,0.0,,,,,0.0,,49800.0,255000.0,5.5364
,,Hartley CDP,0.0,,,,108828.0,1059.0,138336.0,119185.22261160772,407669.70285268105,5.460800000000001
,,Hasley Canyon CDP,0.0,,,,142708.0,407.0,164738.0,194817.6304628228,472773.820367936,5.5752
,,Hat Creek CDP,0.0,,,,75417.0,38.0,79663.0,30500.0,192600.0,5.328
,,Herald CDP,0.0,,,,98140.0,402.0,102648.0,76024.82334732029,317908.0400913307,5.464799999999999
,,Herlong CDP,0.0,,,,48333.0,110.0,55345.0,,,
,,Hickman CDP,0.0,,,,82589.0,216.0,88926.0,66500.0,275900.0,5.523200000000001
,,Hidden Hills city,0.0,,,,250000.0,667.0,399340.0,807100.0,1090800.0,5.5752016207786905
,,Highlands CDP,0.0,,,,250000.0,904.0,359402.0,,,
,,Hillcrest CDP,0.0,,,,52980.0,2918.0,71676.0,,,
,,Hiouchi CDP,0.0,,,,,125.0,91211.0,,,
,,Home Garden CDP,0.0,,,,39219.0,429.0,53050.0,,,5.4106000000000005
,,Homewood Canyon CDP,0.0,,,,,86.0,78862.0,,,
,,Honcut CDP,0.0,,,,162652.0,86.0,184813.0,,,5.247400000000001
,,Hood CDP,0.0,,,,,70.0,51771.0,94300.0,354700.0,5.464799999999999
,,Hoopa CDP,0.0,,,,42361.0,847.0,61528.0,,,
,,Hopland CDP,0.0,,,,59904.0,315.0,75220.0,,,
,,Hornbrook CDP,0.0,,,,41719.0,127.0,55254.0,,,
,,Hornitos CDP,0.0,,,,,44.0,,,,
,,Hyampom CDP,0.0,,,,,54.0,,,,
,,Hydesville CDP,0.0,,,,61875.0,471.0,87299.0,,,
,,Hypericum CDP,0.0,,,,92841.0,47.0,74243.0,,,
,,Idlewild CDP,0.0,,,,,0.0,,34900.0,209600.0,5.5364
,,Igo CDP,0.0,,,,109405.0,56.0,160736.0,,,
,,Independence CDP,0.0,,,,54063.0,313.0,63677.0,,,
,,Indian Falls CDP,0.0,,,,,13.0,,,,
,,Indianola CDP,0.0,,,,40769.0,312.0,72253.0,,,
,,Indio Hills CDP,0.0,,,,43983.0,163.0,43729.0,46907.14683999781,211333.3096521942,5.444599999999999
,,Inverness CDP,0.0,,,,72292.0,871.0,101307.0,,,5.5982
,,Inyokern CDP,0.0,,,,62027.0,363.0,87074.0,24800.0,185600.0,5.6938
,,Iron Horse CDP,0.0,,,,50231.0,167.0,40956.0,19800.0,196800.0,
,,Isleton city,0.0,,,,42083.0,254.0,56344.0,,,5.464799999999999
,,Jacumba CDP,0.0,,,,,226.0,43215.0,,,5.4622
,,Janesville CDP,0.0,,,,68286.0,1146.0,81253.0,,,
,,Jenner CDP,0.0,,,,,0.0,,229400.00000000003,686900.0,5.612
,,Johannesburg CDP,0.0,,,,,45.0,,,,5.692372592861726
,,Johnson Park CDP,0.0,,,,45756.0,342.0,44498.0,,,
,,Johnstonville CDP,0.0,,,,85221.0,401.0,98102.0,16900.0,174200.0,
,,Johnsville CDP,0.0,,,,,0.0,,48400.0,289200.0,
,,Jones Valley CDP,0.0,,,,83375.0,549.0,107260.0,,,
,,Jovista CDP,0.0,,,,,26.0,83115.0,,,
,,Julian CDP,0.0,,,,74121.0,731.0,75074.0,74100.0,353700.0,5.4622
,,Junction City CDP,0.0,,,,55594.0,380.0,61097.0,,,
,,June Lake CDP,0.0,,,,101250.0,114.0,147753.0,,,
,,Keddie CDP,0.0,,,,,33.0,76936.0,27800.0,236000.0,
,,Keeler CDP,0.0,,,,,31.0,40897.0,,,
,,Keene CDP,0.0,,,,95433.0,129.0,125942.0,23800.0,221100.0,5.6938
,,Kelly Ridge CDP,0.0,,,,52177.0,1366.0,72183.0,43400.0,249000.0,5.247400000000001
,,Kennedy Meadows CDP,0.0,,,,,37.0,,34900.0,209600.0,5.5363999999999995
,,Kenwood CDP,0.0,,,,107533.0,465.0,109519.0,296036.76718839846,753172.7278651337,5.612
,,Kep'el CDP,0.0,,,,,16.0,17938.0,,,
,,Kernville CDP,0.0,,,,39604.0,331.0,44046.0,,,5.6938
,,Keswick CDP,0.0,,,,60673.0,65.0,48602.0,,,5.328
,,Kettleman City CDP,0.0,,,,42206.0,324.0,57476.0,,,5.4106000000000005
,,Kingvale CDP,0.0,,,,,43.0,,,,
,,Kirkwood CDP,0.0,,,,129844.0,89.0,137546.0,55800.0,312200.0,
,,Klamath CDP,0.0,,,,43819.0,352.0,64473.0,,,
,,Knightsen CDP,0.0,,,,108250.0,483.0,122130.0,99552.02354311672,414891.8118183449,5.615399999999999
,,Knights Ferry CDP,0.0,,,,,32.0,67725.0,,,
,,Knights Landing CDP,0.0,,,,40583.0,296.0,42294.0,58100.0,269400.0,5.3896
,,La Cresta CDP,0.0,,,,51277.0,2762.0,61073.0,,,
,,Ladera CDP,0.0,,,,170000.0,558.0,307011.0,1615900.0,2029700.0,5.6444
,,La Grange CDP,0.0,,,,18438.0,84.0,35207.0,,,
,,Lagunitas-Forest Knolls CDP,0.0,,,,113389.0,801.0,121615.0,279100.0,839600.0,5.5982
,,La Honda CDP,0.0,,,,228864.0,580.0,247971.0,,,5.6444
,,Lake Almanor Country Club CDP,0.0,,,,82757.0,301.0,101444.0,91300.0,373000.0,
,,Lake Almanor Peninsula CDP,0.0,,,,95000.0,156.0,86938.0,91300.0,373000.0,
,,Lake Almanor West CDP,0.0,,,,182292.0,159.0,214448.0,91300.0,373000.0,
,,Lake California CDP,0.0,,,,88366.0,1323.0,82236.0,25100.0,226600.0,
,,Lake City CDP,0.0,,,,20625.0,25.0,44360.0,,,
,,Lake Davis CDP,0.0,,,,,51.0,61253.0,19800.0,196799.99999999997,
,,Lake Don Pedro CDP,0.0,,,,58852.0,671.0,80416.0,,,
,,Lakehead CDP,0.0,,,,48472.0,269.0,63833.0,43900.0,272200.0,5.328
,,Lake Hughes CDP,0.0,,,,,225.0,77977.0,161700.0,418100.0,5.575200000000001
,,Lake Nacimiento CDP,0.0,,,,74430.0,1272.0,87132.0,101300.0,380100.0,5.82
,,Lake of the Woods CDP,0.0,,,,51133.0,299.0,51351.0,,,5.693799829946508
,,Lake Riverside CDP,0.0,,,,72446.0,369.0,94157.0,42200.0,207900.0,5.444599999999999
,,Lake Shastina CDP,0.0,,,,66538.0,1140.0,83022.0,,,
,,Lake Sherwood CDP,0.0,,,,250000.0,646.0,367893.0,1212821.9964176994,1660356.802912696,5.668
,,Lakeside CDP (Kern County),0.0,,,,,343.0,76496.0,,,
,,Lakeside CDP (San Diego County),0.0,,,,83720.0,7234.0,102347.0,,,
,,Lakeview CDP,0.0,,,,93636.0,490.0,187039.0,55095.839079690384,270604.7901867779,5.444599999999999
,,Lake Wildwood CDP,0.0,,,,77128.0,1934.0,87132.0,78100.0,340900.0,
,,Lanare CDP,0.0,,,,41724.0,148.0,56559.0,37000.0,202400.0,5.515600000000001
,,La Porte CDP,0.0,,,,,0.0,,27800.000000000004,236000.0,
,,La Selva Beach CDP,0.0,,,,136058.0,996.0,149758.0,629900.0,1060600.0,5.6268
,,Las Flores CDP (Orange County),0.0,,,,147404.0,1685.0,176424.0,,,
,,Las Flores CDP (Tehama County),0.0,,,,,92.0,55955.0,,,
,,Las Lomas CDP,0.0,,,,76949.0,775.0,93450.0,178900.0,510700.0,5.7104
,,Laton CDP,0.0,,,,50956.0,487.0,63336.0,,,5.515600000000001
,,La Vina CDP,0.0,,,,80100.0,68.0,73950.0,51799.99999999999,244700.0,5.412599999999999
,,Laytonville CDP,0.0,,,,49167.0,332.0,53267.0,,,
,,Lee Vining CDP,0.0,,,,,60.0,,,,
,,Leggett CDP,0.0,,,,,37.0,10819.0,,,
,,Lemon Cove CDP,0.0,,,,54489.0,139.0,121120.0,53045.68577092269,238771.57114538652,5.5363999999999995
,,Lemoore Station CDP,0.0,,,,59092.0,1443.0,65741.0,,,5.4106000000000005
,,Leona Valley CDP,0.0,,,,105667.0,614.0,109374.0,57568.26850687641,298815.62089769664,5.575200000000001
,,Lewiston CDP,0.0,,,,51439.0,500.0,70171.0,,,
,,Likely CDP,0.0,,,,,0.0,,,,
,,Lindcove CDP,0.0,,,,28750.0,32.0,41016.0,53500.0,236500.0,5.5364
,,Linnell Camp CDP,0.0,,,,30913.0,155.0,30098.0,45800.0,219300.0,5.5364
,,Litchfield CDP,0.0,,,,58672.0,53.0,68253.0,,,
,,Little Grass Valley CDP,0.0,,,,,0.0,,27800.0,235999.99999999997,
,,Little River CDP,0.0,,,,,118.0,16739.0,,,
,,Little Valley CDP,0.0,,,,33182.0,16.0,30631.0,,,
,,Lockwood CDP (Amador County),0.0,,,,,214.0,140283.0,,,
,,Lockwood CDP (Monterey County),0.0,,,,,144.0,81476.0,,,
,,Lodoga CDP,0.0,,,,,62.0,95708.0,,,
,,Loleta CDP,0.0,,,,54205.0,257.0,100361.0,,,
,,Loma Mar CDP,0.0,,,,250000.0,79.0,297622.0,,,5.644400000000001
,,Loma Rica CDP,0.0,,,,97544.0,1058.0,88418.0,41900.0,236700.00000000003,5.287599999999999
,,Lompico CDP,0.0,,,,86087.0,434.0,108740.0,291242.00846393075,639459.0521942395,5.626800000000001
,,London CDP,0.0,,,,34750.0,376.0,45290.0,,,5.5364
,,Lone Pine CDP,0.0,,,,34946.0,610.0,58827.0,,,
,,Long Barn CDP,0.0,,,,,73.0,,44600.0,307800.0,
,,Lookout CDP,0.0,,,,56250.0,22.0,54273.0,,,
,,Los Alamos CDP,0.0,,,,67418.0,491.0,127043.0,147108.45722503267,514857.2343924205,5.5982
,,Los Berros CDP,0.0,,,,124722.0,60.0,146508.0,246799.99999999997,598200.0,5.82
,,Los Molinos CDP,0.0,,,,54643.0,732.0,57998.0,28700.000000000004,208500.0,
,,Los Olivos CDP,0.0,,,,114250.0,370.0,153261.0,234904.40585851477,685054.3695711099,5.5982
,,Los Ranchos CDP,0.0,,,,160987.0,581.0,215714.0,486600.0,911500.0,5.82
,,Lost Hills CDP,0.0,,,,39615.0,478.0,44188.0,,,5.6938
,,Lower Lake CDP,0.0,,,,34384.0,401.0,51456.0,,,
,,Loyalton city,0.0,,,,79185.0,355.0,105790.0,,,
,,Loyola CDP,0.0,,,,250000.0,1206.0,353156.0,1824171.5757364228,2109963.490639463,5.5942
,,Lytle Creek CDP,0.0,,,,52083.0,300.0,60315.0,117400.0,327200.0,5.4656
,,Mabie CDP,0.0,,,,,44.0,,19800.0,196800.0,
,,McArthur CDP,0.0,,,,,139.0,47961.0,,,5.328
,,McClenney Tract CDP,0.0,,,,,19.0,21695.0,34900.0,209600.0,5.5364
,,McCloud CDP,0.0,,,,41950.0,399.0,57221.0,,,
,,McGee Creek CDP,0.0,,,,,0.0,,,,
,,McKittrick CDP,0.0,,,,39688.0,49.0,47978.0,,,5.6938
,,Madeline CDP,0.0,,,,,12.0,,,,
,,Madera Ranchos CDP,0.0,,,,88259.0,1091.0,104192.0,,,
,,Madison CDP,0.0,,,,42696.0,166.0,36907.0,64300.0,292700.0,5.3896
,,Mad River CDP,0.0,,,,30125.0,147.0,49368.0,,,
,,Malaga CDP,0.0,,,,45893.0,273.0,56008.0,,,5.515600000000001
,,Manchester CDP,0.0,,,,54006.0,89.0,69780.0,,,
,,Manila CDP,0.0,,,,61406.0,324.0,78243.0,,,
,,Manton CDP,0.0,,,,118199.0,146.0,178723.0,33300.0,217299.99999999997,
,,Maricopa city,0.0,,,,43654.0,426.0,55802.0,,,5.6938
,,Mariposa CDP,0.0,,,,30061.0,696.0,48968.0,,,
,,Markleeville CDP,0.0,,,,86667.0,74.0,89627.0,,,
,,Martell CDP,0.0,,,,137902.0,47.0,114564.0,38286.11874649284,291511.96466446255,
,,Matheny CDP,0.0,,,,56369.0,257.0,74823.0,,,5.5364
,,Maxwell CDP,0.0,,,,68542.0,348.0,71461.0,,,
,,Mayfair CDP,0.0,,,,42857.0,1756.0,59156.0,,,5.515600000000001
,,Meadowbrook CDP,0.0,,,,49480.0,1056.0,61598.0,59612.55812326126,273894.3544527592,5.444599999999999
,,Meadow Valley CDP,0.0,,,,74009.0,196.0,94947.0,27800.0,236000.00000000003,
,,Mendocino CDP,0.0,,,,73750.0,364.0,84281.0,,,
,,Meridian CDP,0.0,,,,45833.0,144.0,71550.0,,,5.287599999999999
,,Mesa CDP,0.0,,,,120197.0,165.0,104107.0,,,
,,Mesa Verde CDP,0.0,,,,43365.0,269.0,56700.0,26500.0,125900.0,5.444599999999999
,,Mesa Vista CDP,0.0,,,,93438.0,85.0,125706.0,,,
,,Mettler CDP,0.0,,,,82750.0,57.0,77274.0,,,5.6938
,,Mexican Colony CDP,0.0,,,,45353.0,123.0,47928.0,,,5.6938
,,Meyers CDP,0.0,,,,91184.0,906.0,129937.0,,,
,,Midpines CDP,0.0,,,,58864.0,180.0,59379.0,,,
,,Milford CDP,0.0,,,,,33.0,,,,
,,Millerton CDP,0.0,,,,177897.0,216.0,148024.0,,,
,,Mineral CDP,0.0,,,,44750.0,76.0,55786.0,33300.0,217300.0,
,,Minkler CDP,0.0,,,,56776.0,444.0,103623.0,55700.0,239700.0,5.5156
,,Miranda CDP,0.0,,,,,205.0,50623.0,,,
,,Mission Canyon CDP,0.0,,,,157778.0,970.0,239857.0,587074.8706918595,1191991.6807868376,5.5982
,,Mission Hills CDP,0.0,,,,99517.0,1195.0,126667.0,98700.0,375900.0,5.5982
,,Mi-Wuk Village CDP,0.0,,,,118163.0,467.0,114671.0,44599.99999999999,307800.0,
,,Modjeska CDP,0.0,,,,103967.0,251.0,158436.0,,,
,,Mohawk Vista CDP,0.0,,,,,29.0,,48400.0,289200.0,
,,Mokelumne Hill CDP,0.0,,,,76791.0,320.0,95471.0,29300.0,261400.0,
,,Monmouth CDP,0.0,,,,36389.0,30.0,41387.0,,,5.515600000000001
,,Mono City CDP,0.0,,,,,92.0,,,,
,,Mono Vista CDP,0.0,,,,77054.0,1437.0,83660.0,41838.72071990667,292946.22180363594,
,,Monson CDP,0.0,,,,48438.0,52.0,50112.0,69500.0,251700.00000000003,5.5364
,,Montague city,0.0,,,,53837.0,550.0,60466.0,,,
,,Montalvin Manor CDP,0.0,,,,71833.0,694.0,83994.0,171300.0,508800.0,5.615399999999999
,,Monterey Park Tract CDP,0.0,,,,140450.0,41.0,110441.0,52900.0,258800.0,5.5232
,,Monte Rio CDP,0.0,,,,42442.0,475.0,91812.0,145900.0,574800.0,5.612
,,Monte Sereno city,0.0,,,,250000.0,1219.0,418435.0,1501617.3717035733,1872221.3175407576,5.5942
,,Montgomery Creek CDP,0.0,,,,,80.0,101158.0,,,5.328
,,Monument Hills CDP,0.0,,,,250000.0,527.0,372035.0,102900.0,369800.0,5.3896
,,Moskowite Corner CDP,0.0,,,,,44.0,99968.0,51000.0,301900.0,5.6894
,,Mountain Center CDP,0.0,,,,,30.0,40413.0,71198.6651363419,329159.50729699194,5.444599999999999
,,Mountain Gate CDP,0.0,,,,30086.0,378.0,42961.0,52300.0,282300.0,5.328
,,Mountain Meadows CDP,0.0,,,,,79.0,154439.0,,,
,,Mountain Mesa CDP,0.0,,,,46168.0,303.0,60263.0,,,5.6938
,,Mountain Ranch CDP,0.0,,,,141017.0,140.0,129259.0,29299.999999999996,261399.99999999997,
,,Mountain View CDP,0.0,,,,73496.0,778.0,96776.0,210100.00000000003,580600.0,5.615399999999999
,,Mountain View Acres CDP,0.0,,,,57156.0,819.0,76594.0,31833.916611196026,211026.2994009171,5.4656
,,Mt. Bullion CDP,0.0,,,,,64.0,41922.0,,,
,,Mount Hebron CDP,0.0,,,,,11.0,,,,
,,Mount Hermon CDP,0.0,,,,142782.0,509.0,141627.0,360900.0,763500.0,5.6268
,,Mount Laguna CDP,0.0,,,,,46.0,62852.0,,,5.4622
,,Muir Beach CDP,0.0,,,,181000.0,168.0,198677.0,,,5.5982
,,Murphys CDP,0.0,,,,45282.0,857.0,61349.0,64500.0,356000.0,
,,Myers Flat CDP,0.0,,,,,33.0,,,,
,,Newcastle CDP,0.0,,,,93500.0,634.0,112342.0,119100.0,415600.0,
