random,trial_label,num_firms,count
5206,five_percent,0,311
5206,five_percent,1,67
5206,five_percent,2,9
5206,five_percent,3,30
5206,five_percent,4,93
5206,five_percent,5,15
8108,original,0,269
8108,original,1,68
8108,original,2,42
8108,original,3,30
8108,original,4,75
8108,original,5,41
8108,typical_business,0,269
8108,typical_business,1,71
8108,typical_business,2,42
8108,typical_business,3,28
8108,typical_business,4,74
8108,typical_business,5,41
8108,one_percent,0,270
8108,one_percent,1,72
8108,one_percent,2,41
8108,one_percent,3,28
8108,one_percent,4,74
8108,one_percent,5,40
8108,five_percent,0,284
8108,five_percent,1,97
8108,five_percent,2,31
8108,five_percent,3,24
8108,five_percent,4,66
8108,five_percent,5,23
986,original,0,189
986,original,1,64
986,original,2,118
986,original,3,38
986,original,4,61
986,original,5,55
986,typical_business,0,201
986,typical_business,1,65
986,typical_business,2,108
986,typical_business,3,35
986,typical_business,4,64
986,typical_business,5,52
986,one_percent,0,209
986,one_percent,1,66
986,one_percent,2,102
986,one_percent,3,35
986,one_percent,4,69
986,one_percent,5,44
986,five_percent,0,245
986,five_percent,1,79
986,five_percent,2,74
986,five_percent,3,21
986,five_percent,4,80
986,five_percent,5,26
2351,original,0,198
2351,original,1,52
2351,original,2,115
2351,original,3,22
2351,original,4,64
2351,original,5,74
2351,typical_business,0,202
2351,typical_business,1,52
2351,typical_business,2,111
2351,typical_business,3,22
2351,typical_business,4,65
2351,typical_business,5,73
2351,one_percent,0,223
2351,one_percent,1,56
2351,one_percent,2,91
2351,one_percent,3,25
2351,one_percent,4,75
2351,one_percent,5,55
2351,five_percent,0,271
2351,five_percent,1,62
2351,five_percent,2,47
2351,five_percent,3,32
2351,five_percent,4,94
2351,five_percent,5,19
5138,original,0,229
5138,original,1,49
5138,original,2,90
5138,original,3,56
5138,original,4,70
5138,original,5,31
5138,typical_business,0,229
5138,typical_business,1,49
5138,typical_business,2,92
5138,typical_business,3,56
5138,typical_business,4,70
5138,typical_business,5,29
5138,one_percent,0,234
5138,one_percent,1,48
5138,one_percent,2,89
5138,one_percent,3,55
5138,one_percent,4,71
5138,one_percent,5,28
5138,five_percent,0,250
5138,five_percent,1,52
5138,five_percent,2,78
5138,five_percent,3,56
5138,five_percent,4,73
5138,five_percent,5,16
9813,original,0,237
9813,original,1,83
9813,original,2,15
9813,original,3,53
9813,original,4,79
9813,original,5,58
9813,typical_business,0,237
9813,typical_business,1,83
9813,typical_business,2,15
9813,typical_business,3,53
9813,typical_business,4,79
9813,typical_business,5,58
9813,one_percent,0,239
9813,one_percent,1,81
9813,one_percent,2,16
9813,one_percent,3,53
9813,one_percent,4,79
9813,one_percent,5,57
9813,five_percent,0,246
9813,five_percent,1,83
9813,five_percent,2,23
9813,five_percent,3,45
9813,five_percent,4,83
9813,five_percent,5,45
9902,original,0,245
9902,original,1,62
9902,original,2,72
9902,original,3,35
9902,original,4,70
9902,original,5,41
9902,typical_business,0,245
9902,typical_business,1,63
9902,typical_business,2,71
9902,typical_business,3,35
9902,typical_business,4,70
9902,typical_business,5,41
9902,one_percent,0,247
9902,one_percent,1,63
9902,one_percent,2,70
9902,one_percent,3,36
9902,one_percent,4,70
9902,one_percent,5,39
9902,five_percent,0,255
9902,five_percent,1,71
9902,five_percent,2,68
9902,five_percent,3,32
9902,five_percent,4,74
9902,five_percent,5,25
2530,original,0,250
2530,original,1,69
2530,original,2,0
2530,original,3,53
2530,original,4,83
2530,original,5,70
2530,typical_business,0,255
2530,typical_business,1,67
2530,typical_business,2,0
2530,typical_business,3,52
2530,typical_business,4,83
2530,typical_business,5,68
2530,one_percent,0,268
2530,one_percent,1,61
2530,one_percent,2,0
2530,one_percent,3,53
2530,one_percent,4,83
2530,one_percent,5,60
2530,five_percent,0,289
2530,five_percent,1,74
2530,five_percent,2,0
2530,five_percent,3,44
2530,five_percent,4,95
2530,five_percent,5,23
6950,original,0,257
6950,original,1,69
6950,original,2,51
6950,original,3,41
6950,original,4,45
6950,original,5,62
6950,typical_business,0,257
6950,typical_business,1,70
6950,typical_business,2,50
6950,typical_business,3,43
6950,typical_business,4,45
6950,typical_business,5,60
6950,one_percent,0,259
6950,one_percent,1,70
6950,one_percent,2,50
6950,one_percent,3,43
6950,one_percent,4,45
6950,one_percent,5,58
6950,five_percent,0,265
6950,five_percent,1,76
6950,five_percent,2,45
6950,five_percent,3,39
6950,five_percent,4,66
6950,five_percent,5,34
3044,original,0,255
3044,original,1,66
3044,original,2,46
3044,original,3,34
3044,original,4,64
3044,original,5,60
3044,typical_business,0,255
3044,typical_business,1,70
3044,typical_business,2,46
3044,typical_business,3,34
3044,typical_business,4,62
3044,typical_business,5,58
3044,one_percent,0,260
3044,one_percent,1,70
3044,one_percent,2,46
3044,one_percent,3,31
3044,one_percent,4,64
3044,one_percent,5,54
3044,five_percent,0,289
3044,five_percent,1,75
3044,five_percent,2,44
3044,five_percent,3,18
3044,five_percent,4,79
3044,five_percent,5,20
1731,original,0,156
1731,original,1,77
1731,original,2,91
1731,original,3,81
1731,original,4,74
1731,original,5,46
1731,typical_business,0,156
1731,typical_business,1,79
1731,typical_business,2,89
1731,typical_business,3,83
1731,typical_business,4,74
1731,typical_business,5,44
1731,one_percent,0,158
1731,one_percent,1,81
1731,one_percent,2,94
1731,one_percent,3,74
1731,one_percent,4,74
1731,one_percent,5,44
1731,five_percent,0,168
1731,five_percent,1,97
1731,five_percent,2,94
1731,five_percent,3,60
1731,five_percent,4,75
1731,five_percent,5,31
1774,original,0,316
1774,original,1,52
1774,original,2,1
1774,original,3,49
1774,original,4,86
1774,original,5,21
1774,typical_business,0,316
1774,typical_business,1,54
1774,typical_business,2,1
1774,typical_business,3,47
1774,typical_business,4,86
1774,typical_business,5,21
1774,one_percent,0,317
1774,one_percent,1,53
1774,one_percent,2,4
1774,one_percent,3,49
1774,one_percent,4,85
1774,one_percent,5,17
1774,five_percent,0,322
1774,five_percent,1,63
1774,five_percent,2,3
1774,five_percent,3,50
1774,five_percent,4,79
1774,five_percent,5,8
2607,original,0,268
2607,original,1,64
2607,original,2,47
2607,original,3,23
2607,original,4,71
2607,original,5,52
2607,typical_business,0,268
2607,typical_business,1,64
2607,typical_business,2,48
2607,typical_business,3,25
2607,typical_business,4,68
2607,typical_business,5,52
2607,one_percent,0,271
2607,one_percent,1,68
2607,one_percent,2,41
2607,one_percent,3,27
2607,one_percent,4,71
2607,one_percent,5,47
2607,five_percent,0,292
2607,five_percent,1,91
2607,five_percent,2,22
2607,five_percent,3,13
2607,five_percent,4,74
2607,five_percent,5,33
3062,original,0,194
3062,original,1,90
3062,original,2,68
3062,original,3,46
3062,original,4,90
3062,original,5,37
3062,typical_business,0,194
3062,typical_business,1,92
3062,typical_business,2,66
3062,typical_business,3,46
3062,typical_business,4,91
3062,typical_business,5,36
3062,one_percent,0,200
3062,one_percent,1,88
3062,one_percent,2,65
3062,one_percent,3,45
3062,one_percent,4,93
3062,one_percent,5,34
3062,five_percent,0,228
3062,five_percent,1,71
3062,five_percent,2,58
3062,five_percent,3,42
3062,five_percent,4,105
3062,five_percent,5,21
8879,original,0,239
8879,original,1,104
8879,original,2,19
8879,original,3,32
8879,original,4,58
8879,original,5,73
8879,typical_business,0,239
8879,typical_business,1,105
8879,typical_business,2,18
8879,typical_business,3,32
8879,typical_business,4,59
8879,typical_business,5,72
8879,one_percent,0,244
8879,one_percent,1,111
8879,one_percent,2,22
8879,one_percent,3,24
8879,one_percent,4,59
8879,one_percent,5,65
8879,five_percent,0,291
8879,five_percent,1,94
8879,five_percent,2,37
8879,five_percent,3,8
8879,five_percent,4,68
8879,five_percent,5,27
9103,original,0,232
9103,original,1,77
9103,original,2,51
9103,original,3,45
9103,original,4,82
9103,original,5,38
9103,typical_business,0,234
9103,typical_business,1,79
9103,typical_business,2,49
9103,typical_business,3,48
9103,typical_business,4,85
9103,typical_business,5,30
9103,one_percent,0,239
9103,one_percent,1,79
9103,one_percent,2,49
9103,one_percent,3,47
9103,one_percent,4,85
9103,one_percent,5,26
9103,five_percent,0,269
9103,five_percent,1,86
9103,five_percent,2,38
9103,five_percent,3,41
9103,five_percent,4,84
9103,five_percent,5,7
2594,original,0,257
2594,original,1,92
2594,original,2,24
2594,original,3,26
2594,original,4,50
2594,original,5,76
2594,typical_business,0,258
2594,typical_business,1,92
2594,typical_business,2,24
2594,typical_business,3,25
2594,typical_business,4,50
2594,typical_business,5,76
2594,one_percent,0,258
2594,one_percent,1,93
2594,one_percent,2,23
2594,one_percent,3,28
2594,one_percent,4,64
2594,one_percent,5,59
2594,five_percent,0,267
2594,five_percent,1,94
2594,five_percent,2,22
2594,five_percent,3,30
2594,five_percent,4,68
2594,five_percent,5,44
10,original,0,270
10,original,1,89
10,original,2,7
10,original,3,49
10,original,4,65
10,original,5,45
10,typical_business,0,270
10,typical_business,1,90
10,typical_business,2,7
10,typical_business,3,49
10,typical_business,4,65
10,typical_business,5,44
10,one_percent,0,271
10,one_percent,1,91
10,one_percent,2,7
10,one_percent,3,50
10,one_percent,4,64
10,one_percent,5,42
10,five_percent,0,274
10,five_percent,1,107
10,five_percent,2,9
10,five_percent,3,46
10,five_percent,4,66
10,five_percent,5,23
3356,original,0,211
3356,original,1,53
3356,original,2,72
3356,original,3,55
3356,original,4,88
3356,original,5,46
3356,typical_business,0,211
3356,typical_business,1,56
3356,typical_business,2,72
3356,typical_business,3,52
3356,typical_business,4,90
3356,typical_business,5,44
3356,one_percent,0,212
3356,one_percent,1,60
3356,one_percent,2,68
3356,one_percent,3,51
3356,one_percent,4,95
3356,one_percent,5,39
3356,five_percent,0,246
3356,five_percent,1,68
3356,five_percent,2,42
3356,five_percent,3,41
3356,five_percent,4,101
3356,five_percent,5,27
5124,original,0,258
5124,original,1,69
5124,original,2,0
5124,original,3,68
5124,original,4,76
5124,original,5,54
5124,typical_business,0,258
5124,typical_business,1,69
5124,typical_business,2,0
5124,typical_business,3,68
5124,typical_business,4,77
5124,typical_business,5,53
5124,one_percent,0,262
5124,one_percent,1,69
5124,one_percent,2,0
5124,one_percent,3,64
5124,one_percent,4,83
5124,one_percent,5,47
5124,five_percent,0,300
5124,five_percent,1,93
5124,five_percent,2,0
5124,five_percent,3,25
5124,five_percent,4,79
5124,five_percent,5,28
2130,original,0,274
2130,original,1,42
2130,original,2,17
2130,original,3,46
2130,original,4,94
2130,original,5,52
2130,typical_business,0,275
2130,typical_business,1,41
2130,typical_business,2,17
2130,typical_business,3,46
2130,typical_business,4,94
2130,typical_business,5,52
2130,one_percent,0,275
2130,one_percent,1,41
2130,one_percent,2,18
2130,one_percent,3,46
2130,one_percent,4,95
2130,one_percent,5,50
2130,five_percent,0,283
2130,five_percent,1,43
2130,five_percent,2,18
2130,five_percent,3,50
2130,five_percent,4,97
2130,five_percent,5,34
4199,original,0,228
4199,original,1,76
4199,original,2,69
4199,original,3,38
4199,original,4,68
4199,original,5,46
4199,typical_business,0,229
4199,typical_business,1,76
4199,typical_business,2,71
4199,typical_business,3,35
4199,typical_business,4,71
4199,typical_business,5,43
4199,one_percent,0,236
4199,one_percent,1,77
4199,one_percent,2,67
4199,one_percent,3,37
4199,one_percent,4,73
4199,one_percent,5,35
4199,five_percent,0,259
4199,five_percent,1,86
4199,five_percent,2,56
4199,five_percent,3,27
4199,five_percent,4,78
4199,five_percent,5,19
2359,original,0,238
2359,original,1,56
2359,original,2,79
2359,original,3,41
2359,original,4,86
2359,original,5,25
2359,typical_business,0,238
2359,typical_business,1,56
2359,typical_business,2,80
2359,typical_business,3,40
2359,typical_business,4,89
2359,typical_business,5,22
2359,one_percent,0,238
2359,one_percent,1,56
2359,one_percent,2,81
2359,one_percent,3,39
2359,one_percent,4,93
2359,one_percent,5,18
2359,five_percent,0,251
2359,five_percent,1,66
2359,five_percent,2,69
2359,five_percent,3,42
2359,five_percent,4,86
2359,five_percent,5,11
2711,original,0,270
2711,original,1,57
2711,original,2,44
2711,original,3,24
2711,original,4,71
2711,original,5,59
2711,typical_business,0,270
2711,typical_business,1,57
2711,typical_business,2,44
2711,typical_business,3,24
2711,typical_business,4,71
2711,typical_business,5,59
2711,one_percent,0,271
2711,one_percent,1,59
2711,one_percent,2,42
2711,one_percent,3,28
2711,one_percent,4,74
2711,one_percent,5,51
2711,five_percent,0,276
2711,five_percent,1,75
2711,five_percent,2,42
2711,five_percent,3,28
2711,five_percent,4,71
2711,five_percent,5,33
2482,original,0,264
2482,original,1,56
2482,original,2,42
2482,original,3,31
2482,original,4,73
2482,original,5,59
2482,typical_business,0,264
2482,typical_business,1,56
2482,typical_business,2,42
2482,typical_business,3,31
2482,typical_business,4,74
2482,typical_business,5,58
2482,one_percent,0,265
2482,one_percent,1,55
2482,one_percent,2,42
2482,one_percent,3,31
2482,one_percent,4,75
2482,one_percent,5,57
2482,five_percent,0,274
2482,five_percent,1,71
2482,five_percent,2,28
2482,five_percent,3,40
2482,five_percent,4,80
2482,five_percent,5,32
6905,original,0,252
6905,original,1,75
6905,original,2,20
6905,original,3,52
6905,original,4,71
6905,original,5,55
6905,typical_business,0,254
6905,typical_business,1,75
6905,typical_business,2,20
6905,typical_business,3,50
6905,typical_business,4,75
6905,typical_business,5,51
6905,one_percent,0,259
6905,one_percent,1,80
6905,one_percent,2,16
6905,one_percent,3,50
6905,one_percent,4,78
6905,one_percent,5,42
6905,five_percent,0,276
6905,five_percent,1,89
6905,five_percent,2,21
6905,five_percent,3,39
6905,five_percent,4,88
6905,five_percent,5,12
574,original,0,260
574,original,1,72
574,original,2,2
574,original,3,69
574,original,4,61
574,original,5,61
574,typical_business,0,261
574,typical_business,1,71
574,typical_business,2,2
574,typical_business,3,72
574,typical_business,4,60
574,typical_business,5,59
574,one_percent,0,264
574,one_percent,1,69
574,one_percent,2,5
574,one_percent,3,69
574,one_percent,4,59
574,one_percent,5,59
574,five_percent,0,268
574,five_percent,1,73
574,five_percent,2,4
574,five_percent,3,68
574,five_percent,4,69
574,five_percent,5,43
1207,original,0,168
1207,original,1,61
1207,original,2,88
1207,original,3,55
1207,original,4,70
1207,original,5,83
1207,typical_business,0,169
1207,typical_business,1,61
1207,typical_business,2,88
1207,typical_business,3,55
1207,typical_business,4,70
1207,typical_business,5,82
1207,one_percent,0,181
1207,one_percent,1,59
1207,one_percent,2,91
1207,one_percent,3,57
1207,one_percent,4,59
1207,one_percent,5,78
1207,five_percent,0,229
1207,five_percent,1,63
1207,five_percent,2,60
1207,five_percent,3,64
1207,five_percent,4,49
1207,five_percent,5,60
3689,original,0,261
3689,original,1,93
3689,original,2,0
3689,original,3,57
3689,original,4,35
3689,original,5,79
3689,typical_business,0,262
3689,typical_business,1,93
3689,typical_business,2,0
3689,typical_business,3,56
3689,typical_business,4,40
3689,typical_business,5,74
3689,one_percent,0,264
3689,one_percent,1,97
3689,one_percent,2,0
3689,one_percent,3,56
3689,one_percent,4,40
3689,one_percent,5,68
3689,five_percent,0,285
3689,five_percent,1,99
3689,five_percent,2,8
3689,five_percent,3,38
3689,five_percent,4,54
3689,five_percent,5,41
6340,original,0,215
6340,original,1,77
6340,original,2,6
6340,original,3,76
6340,original,4,63
6340,original,5,88
6340,typical_business,0,218
6340,typical_business,1,75
6340,typical_business,2,6
6340,typical_business,3,77
6340,typical_business,4,63
6340,typical_business,5,86
6340,one_percent,0,221
6340,one_percent,1,77
6340,one_percent,2,6
6340,one_percent,3,78
6340,one_percent,4,63
6340,one_percent,5,80
6340,five_percent,0,234
6340,five_percent,1,80
6340,five_percent,2,3
6340,five_percent,3,76
6340,five_percent,4,70
6340,five_percent,5,62
2023,original,0,238
2023,original,1,27
2023,original,2,80
2023,original,3,52
2023,original,4,94
2023,original,5,34
2023,typical_business,0,240
2023,typical_business,1,29
2023,typical_business,2,76
2023,typical_business,3,52
2023,typical_business,4,95
2023,typical_business,5,33
2023,one_percent,0,245
2023,one_percent,1,28
2023,one_percent,2,73
2023,one_percent,3,53
2023,one_percent,4,95
2023,one_percent,5,31
2023,five_percent,0,260
2023,five_percent,1,39
2023,five_percent,2,69
2023,five_percent,3,41
2023,five_percent,4,93
2023,five_percent,5,23
4565,original,0,234
4565,original,1,64
4565,original,2,71
4565,original,3,40
4565,original,4,71
4565,original,5,45
4565,typical_business,0,234
4565,typical_business,1,64
4565,typical_business,2,71
4565,typical_business,3,40
4565,typical_business,4,71
4565,typical_business,5,45
4565,one_percent,0,237
4565,one_percent,1,64
4565,one_percent,2,68
4565,one_percent,3,43
4565,one_percent,4,74
4565,one_percent,5,39
4565,five_percent,0,252
4565,five_percent,1,64
4565,five_percent,2,60
4565,five_percent,3,43
4565,five_percent,4,77
4565,five_percent,5,29
4468,original,0,206
4468,original,1,43
4468,original,2,132
4468,original,3,31
4468,original,4,92
4468,original,5,21
4468,typical_business,0,209
4468,typical_business,1,43
4468,typical_business,2,129
4468,typical_business,3,31
4468,typical_business,4,92
4468,typical_business,5,21
4468,one_percent,0,219
4468,one_percent,1,41
4468,one_percent,2,121
4468,one_percent,3,31
4468,one_percent,4,94
4468,one_percent,5,19
4468,five_percent,0,233
4468,five_percent,1,42
4468,five_percent,2,109
4468,five_percent,3,35
4468,five_percent,4,95
4468,five_percent,5,11
7794,original,0,247
7794,original,1,78
7794,original,2,50
7794,original,3,35
7794,original,4,84
7794,original,5,31
7794,typical_business,0,247
7794,typical_business,1,78
7794,typical_business,2,50
7794,typical_business,3,35
7794,typical_business,4,84
7794,typical_business,5,31
7794,one_percent,0,247
7794,one_percent,1,79
7794,one_percent,2,50
7794,one_percent,3,35
7794,one_percent,4,86
7794,one_percent,5,28
7794,five_percent,0,253
7794,five_percent,1,85
7794,five_percent,2,49
7794,five_percent,3,33
7794,five_percent,4,93
7794,five_percent,5,12
7169,original,0,241
7169,original,1,57
7169,original,2,68
7169,original,3,12
7169,original,4,59
7169,original,5,88
7169,typical_business,0,241
7169,typical_business,1,58
7169,typical_business,2,68
7169,typical_business,3,11
7169,typical_business,4,59
7169,typical_business,5,88
7169,one_percent,0,246
7169,one_percent,1,60
7169,one_percent,2,64
7169,one_percent,3,12
7169,one_percent,4,62
7169,one_percent,5,81
7169,five_percent,0,256
7169,five_percent,1,71
7169,five_percent,2,57
7169,five_percent,3,9
7169,five_percent,4,64
7169,five_percent,5,68
1166,original,0,236
1166,original,1,58
1166,original,2,23
1166,original,3,6
1166,original,4,68
1166,original,5,134
1166,typical_business,0,243
1166,typical_business,1,61
1166,typical_business,2,22
1166,typical_business,3,6
1166,typical_business,4,68
1166,typical_business,5,125
1166,one_percent,0,244
1166,one_percent,1,61
1166,one_percent,2,22
1166,one_percent,3,6
1166,one_percent,4,69
1166,one_percent,5,123
1166,five_percent,0,250
1166,five_percent,1,68
1166,five_percent,2,27
1166,five_percent,3,9
1166,five_percent,4,78
1166,five_percent,5,93
4867,original,0,230
4867,original,1,85
4867,original,2,60
4867,original,3,33
4867,original,4,56
4867,original,5,61
4867,typical_business,0,232
4867,typical_business,1,85
4867,typical_business,2,58
4867,typical_business,3,33
4867,typical_business,4,57
4867,typical_business,5,60
4867,one_percent,0,238
4867,one_percent,1,88
4867,one_percent,2,52
4867,one_percent,3,32
4867,one_percent,4,61
4867,one_percent,5,54
4867,five_percent,0,278
4867,five_percent,1,85
4867,five_percent,2,34
4867,five_percent,3,21
4867,five_percent,4,85
4867,five_percent,5,22
8588,original,0,234
8588,original,1,51
8588,original,2,44
8588,original,3,25
8588,original,4,87
8588,original,5,84
8588,typical_business,0,235
8588,typical_business,1,54
8588,typical_business,2,43
8588,typical_business,3,22
8588,typical_business,4,87
8588,typical_business,5,84
8588,one_percent,0,238
8588,one_percent,1,56
8588,one_percent,2,40
8588,one_percent,3,22
8588,one_percent,4,86
8588,one_percent,5,83
8588,five_percent,0,254
8588,five_percent,1,49
8588,five_percent,2,43
8588,five_percent,3,30
8588,five_percent,4,91
8588,five_percent,5,58
4085,original,0,197
4085,original,1,68
4085,original,2,103
4085,original,3,18
4085,original,4,71
4085,original,5,68
4085,typical_business,0,198
4085,typical_business,1,68
4085,typical_business,2,102
4085,typical_business,3,20
4085,typical_business,4,71
4085,typical_business,5,66
4085,one_percent,0,216
4085,one_percent,1,73
4085,one_percent,2,84
4085,one_percent,3,17
4085,one_percent,4,69
4085,one_percent,5,66
4085,five_percent,0,262
4085,five_percent,1,67
4085,five_percent,2,54
4085,five_percent,3,13
4085,five_percent,4,80
4085,five_percent,5,49
6857,original,0,238
6857,original,1,67
6857,original,2,39
6857,original,3,77
6857,original,4,70
6857,original,5,34
6857,typical_business,0,241
6857,typical_business,1,68
6857,typical_business,2,36
6857,typical_business,3,76
6857,typical_business,4,70
6857,typical_business,5,34
6857,one_percent,0,247
6857,one_percent,1,68
6857,one_percent,2,37
6857,one_percent,3,70
6857,one_percent,4,71
6857,one_percent,5,32
6857,five_percent,0,269
6857,five_percent,1,78
6857,five_percent,2,32
6857,five_percent,3,50
6857,five_percent,4,76
6857,five_percent,5,20
7021,original,0,278
7021,original,1,75
7021,original,2,28
7021,original,3,40
7021,original,4,88
7021,original,5,16
7021,typical_business,0,279
7021,typical_business,1,74
7021,typical_business,2,28
7021,typical_business,3,40
7021,typical_business,4,88
7021,typical_business,5,16
7021,one_percent,0,279
7021,one_percent,1,77
7021,one_percent,2,29
7021,one_percent,3,39
7021,one_percent,4,85
7021,one_percent,5,16
7021,five_percent,0,292
7021,five_percent,1,94
7021,five_percent,2,23
7021,five_percent,3,29
7021,five_percent,4,82
7021,five_percent,5,5
3040,original,0,234
3040,original,1,74
3040,original,2,21
3040,original,3,82
3040,original,4,63
3040,original,5,51
3040,typical_business,0,236
3040,typical_business,1,78
3040,typical_business,2,16
3040,typical_business,3,81
3040,typical_business,4,63
3040,typical_business,5,51
3040,one_percent,0,243
3040,one_percent,1,81
3040,one_percent,2,19
3040,one_percent,3,69
3040,one_percent,4,70
3040,one_percent,5,43
3040,five_percent,0,276
3040,five_percent,1,88
3040,five_percent,2,16
3040,five_percent,3,46
3040,five_percent,4,76
3040,five_percent,5,23
1915,original,0,238
1915,original,1,62
1915,original,2,67
1915,original,3,35
1915,original,4,74
1915,original,5,49
1915,typical_business,0,242
1915,typical_business,1,62
1915,typical_business,2,64
1915,typical_business,3,34
1915,typical_business,4,79
1915,typical_business,5,44
1915,one_percent,0,250
1915,one_percent,1,65
1915,one_percent,2,59
1915,one_percent,3,29
1915,one_percent,4,79
1915,one_percent,5,43
1915,five_percent,0,284
1915,five_percent,1,65
1915,five_percent,2,40
1915,five_percent,3,23
1915,five_percent,4,91
1915,five_percent,5,22
8164,original,0,301
8164,original,1,41
8164,original,2,10
8164,original,3,51
8164,original,4,80
8164,original,5,42
8164,typical_business,0,301
8164,typical_business,1,41
8164,typical_business,2,10
8164,typical_business,3,51
8164,typical_business,4,81
8164,typical_business,5,41
8164,one_percent,0,301
8164,one_percent,1,41
8164,one_percent,2,10
8164,one_percent,3,55
8164,one_percent,4,81
8164,one_percent,5,37
8164,five_percent,0,308
8164,five_percent,1,44
8164,five_percent,2,10
8164,five_percent,3,55
8164,five_percent,4,83
8164,five_percent,5,25
1856,original,0,247
1856,original,1,59
1856,original,2,64
1856,original,3,11
1856,original,4,78
1856,original,5,66
1856,typical_business,0,248
1856,typical_business,1,60
1856,typical_business,2,68
1856,typical_business,3,11
1856,typical_business,4,78
1856,typical_business,5,60
1856,one_percent,0,255
1856,one_percent,1,65
1856,one_percent,2,62
1856,one_percent,3,11
1856,one_percent,4,79
1856,one_percent,5,53
1856,five_percent,0,282
1856,five_percent,1,78
1856,five_percent,2,50
1856,five_percent,3,15
1856,five_percent,4,76
1856,five_percent,5,24
8342,original,0,271
8342,original,1,70
8342,original,2,13
8342,original,3,25
8342,original,4,55
8342,original,5,91
8342,typical_business,0,271
8342,typical_business,1,71
8342,typical_business,2,13
8342,typical_business,3,24
8342,typical_business,4,55
8342,typical_business,5,91
8342,one_percent,0,271
8342,one_percent,1,72
8342,one_percent,2,16
8342,one_percent,3,24
8342,one_percent,4,55
8342,one_percent,5,87
8342,five_percent,0,279
8342,five_percent,1,69
8342,five_percent,2,16
8342,five_percent,3,26
8342,five_percent,4,68
8342,five_percent,5,67
440,original,0,212
440,original,1,61
440,original,2,94
440,original,3,51
440,original,4,29
440,original,5,78
440,typical_business,0,216
440,typical_business,1,63
440,typical_business,2,88
440,typical_business,3,51
440,typical_business,4,30
440,typical_business,5,77
440,one_percent,0,220
440,one_percent,1,67
440,one_percent,2,83
440,one_percent,3,49
440,one_percent,4,33
440,one_percent,5,73
440,five_percent,0,233
440,five_percent,1,72
440,five_percent,2,83
440,five_percent,3,60
440,five_percent,4,33
440,five_percent,5,44
8148,original,0,292
8148,original,1,82
8148,original,2,13
8148,original,3,27
8148,original,4,44
8148,original,5,67
8148,typical_business,0,293
8148,typical_business,1,81
8148,typical_business,2,13
8148,typical_business,3,27
8148,typical_business,4,44
8148,typical_business,5,67
8148,one_percent,0,293
8148,one_percent,1,85
8148,one_percent,2,15
8148,one_percent,3,25
8148,one_percent,4,41
8148,one_percent,5,66
8148,five_percent,0,297
8148,five_percent,1,98
8148,five_percent,2,22
8148,five_percent,3,18
8148,five_percent,4,53
8148,five_percent,5,37
136,original,0,287
136,original,1,70
136,original,2,32
136,original,3,16
136,original,4,61
136,original,5,59
136,typical_business,0,287
136,typical_business,1,70
136,typical_business,2,32
136,typical_business,3,16
136,typical_business,4,64
136,typical_business,5,56
136,one_percent,0,287
136,one_percent,1,70
136,one_percent,2,32
136,one_percent,3,16
136,one_percent,4,70
136,one_percent,5,50
136,five_percent,0,296
136,five_percent,1,73
136,five_percent,2,31
136,five_percent,3,18
136,five_percent,4,82
136,five_percent,5,25
753,original,0,250
753,original,1,65
753,original,2,37
753,original,3,33
753,original,4,72
753,original,5,68
753,typical_business,0,250
753,typical_business,1,65
753,typical_business,2,37
753,typical_business,3,33
753,typical_business,4,73
753,typical_business,5,67
753,one_percent,0,253
753,one_percent,1,65
753,one_percent,2,34
753,one_percent,3,34
753,one_percent,4,81
753,one_percent,5,58
753,five_percent,0,270
753,five_percent,1,67
753,five_percent,2,27
753,five_percent,3,39
753,five_percent,4,93
753,five_percent,5,29
